Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Senyo P.K., Karanasios S.",57190031122;25421794100;,How do fintech firms address financial inclusion?,2020,"International Conference on Information Systems, ICIS 2020 - Making Digital Inclusive: Blending the Local and the Global",,,,,,,3.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103455299&partnerID=40&md5=3ed5698db9961aaeeef712592bbbebe0,"Int. Conf. Inf. Syst., ICIS - Mak. Digit. Incl.: Blending Local Glob.",Conference Paper,Final,,Scopus,2-s2.0-85103455299
"Ostern N.K., Rosemann M., Moormann J.",57205540108;6701701206;23393450800;,Determining the idiosyncrasy of blockchain: An affordances perspective,2020,"International Conference on Information Systems, ICIS 2020 - Making Digital Inclusive: Blending the Local and the Global",,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103448650&partnerID=40&md5=ce67e6770cc6cd049ec6f45606dff21d,"Int. Conf. Inf. Syst., ICIS - Mak. Digit. Incl.: Blending Local Glob.",Conference Paper,Final,,Scopus,2-s2.0-85103448650
"Szopinski D., Schoormann T., Kundisch D.",57200579344;57188841516;6507197389;,Criteria as a prelude for guiding taxonomy evaluation,2020,Proceedings of the Annual Hawaii International Conference on System Sciences,2020-January,,,5056,5065,,3.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103444895&partnerID=40&md5=c499ca2290b789b1fd4896d7df3c2b2f,Proc. Annu. Hawaii Int. Conf. Syst. Sci.,Conference Paper,Final,,Scopus,2-s2.0-85103444895
"Venumuddala V.R., Kamath R.",57195755090;36172446300;,Actualizing affordances - Story of Indian information technology (IT) industry delivering artificial intelligence based solutions,2020,"International Conference on Information Systems, ICIS 2020 - Making Digital Inclusive: Blending the Local and the Global",,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103435534&partnerID=40&md5=2517bdeb5fac7175456f283e7a7baa11,"Int. Conf. Inf. Syst., ICIS - Mak. Digit. Incl.: Blending Local Glob.",Conference Paper,Final,,Scopus,2-s2.0-85103435534
"Huang S.-W., Chang T.-Y.",57222535491;55622313000;,Social Image Impacting Attitudes of Middle-Aged and Elderly People toward the Usage of Walking Aids: An Empirical Investigation in Taiwan,2020,Healthcare,8,4,,1,20,,,10.3390/healthcare8040543,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103130610&doi=10.3390%2fhealthcare8040543&partnerID=40&md5=8411bed37392d21d534b3314df023013,Healthcare,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85103130610
"Ogege S., Boloupremo T.",35778718100;57222430830;,The influence of the evolvement of financial technology (Fintech) firms on the delivery of financial services,2020,Forum Scientiae Oeconomia,8,4,,87,98,,,10.23762/FSO_VOL8_NO4_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102699632&doi=10.23762%2fFSO_VOL8_NO4_5&partnerID=40&md5=a9b3b2bf11b1bd01b3ae75a417e2320b,Forum Scientiae Oeconomia,Article,Final,,Scopus,2-s2.0-85102699632
"Halasik-Kozajda M., Olbrys M.",57222425567;57222430756;,Analiza ewolucji i struktury sektora fintech,2020,Bank i Kredyt,51,5,,549,586,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102680176&partnerID=40&md5=e28f769837b70b6404f71a70cd0608ac,Bank i Kredyt,Article,Final,,Scopus,2-s2.0-85102680176
"Mavlutova I., Volkova T., Natrins A., Spilbergs A., Arefjevs I., Miahkykh I.",55551649900;55873146300;57211217640;57218912696;57221681880;56669971700;,Financial sector transformation in the era of digitalization,2020,Estudios de Economia Aplicada,38,4,,,,,2.0,10.25115/EEA.V38I4.4055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102298532&doi=10.25115%2fEEA.V38I4.4055&partnerID=40&md5=ed6844d61fd9fb55fb373e864e61818d,Estud. Econ. Apl.,Article,Final,,Scopus,2-s2.0-85102298532
Friedline T.,35388288300;,Banking on a revolution: Why financial technology won’t save a broken system,2020,Banking on a Revolution: Why Financial Technology Won't Save a Broken System,,,,1,294,,1.0,10.1093/oso/9780190944131.001.0001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102208714&doi=10.1093%2foso%2f9780190944131.001.0001&partnerID=40&md5=cd35f298a155f4c20c147fa6ce8084ae,Bank. on a Revolution: Why Financial Technology Won't Save a Broken System,Book,Final,,Scopus,2-s2.0-85102208714
"Bongomin O., Yemane A., Kembabazi B., Malanda C., Chikonkolo Mwape M., Sheron Mpofu N., Tigalana D.",57214996781;57209272597;57221784893;57222265986;57222265739;57210431611;57222266146;,Industry 4.0 Disruption and Its Neologisms in Major Industrial Sectors: A State of the Art,2020,Journal of Engineering (United Kingdom),2020,,8090521,,,,10.0,10.1155/2020/8090521,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102092342&doi=10.1155%2f2020%2f8090521&partnerID=40&md5=b28c8e6d2b7fe26abf3c445431c3cd09,J. Eng.,Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85102092342
Vysokov D.A.,57222225283;,Regulatory arbitrage in the retail lending market,2020,Finance: Theory and Practice,24,1,,46,57,,,10.26794/2587-5671-2020-24-1-46-57,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101922288&doi=10.26794%2f2587-5671-2020-24-1-46-57&partnerID=40&md5=e3066a702453d1f50c87d25376a0c603,Fin. Theory Pract.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85101922288
"Berdyugin A.A., Revenkov P.V.",57201645685;6508253348;,Cyberattack risk assessment in electronic banking technologies (the case of software implementation),2020,Finance: Theory and Practice,24,6,,51,60,,,10.26794/2587-5671-2020-24-6-51-60,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101920937&doi=10.26794%2f2587-5671-2020-24-6-51-60&partnerID=40&md5=b60ab4114aa0d76d44cb56e0be7775cc,Fin. Theory Pract.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85101920937
"Werner J., Zarnekow R.",57203170055;55893785600;,Governance of blockchain-based platforms,2020,"Proceedings of the 15th International Conference on Business Information Systems 2020 ""Developments, Opportunities and Challenges of Digitization"", WIRTSCHAFTSINFORMATIK 2020",,,,,,,,10.30844/wi_2020_b1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101694284&doi=10.30844%2fwi_2020_b1&partnerID=40&md5=c45c8c0207d3c846e21842bb829e4a64,"Proc. Int. Conf. Bus. Inf. Syst. ""Dev., Oppor. Challenges Digit."", WIRTSCHAFTSINFORMATIK",Conference Paper,Final,,Scopus,2-s2.0-85101694284
"Welsch G., Dürr A., Thiesse F.",57222150379;7103264041;12344992600;,A consolidated business model canvas of blockchain- based fintech startups: Evidence from initial coin offerings,2020,"Proceedings of the 15th International Conference on Business Information Systems 2020 ""Developments, Opportunities and Challenges of Digitization"", WIRTSCHAFTSINFORMATIK 2020",,,,,,,,10.30844/wi_2020_b5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101691576&doi=10.30844%2fwi_2020_b5&partnerID=40&md5=a56ce2815d0ff29f0ed71b679d2ee29a,"Proc. Int. Conf. Bus. Inf. Syst. ""Dev., Oppor. Challenges Digit."", WIRTSCHAFTSINFORMATIK",Conference Paper,Final,,Scopus,2-s2.0-85101691576
"Muzammil M., Vihari N.S.",57222140391;57079156300;,Determinants for the adoption of regulatory technology (RegTech) services by the companies in United Arab Emirates: An MCDM approach,2020,CEUR Workshop Proceedings,2815,,,382,396,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101611682&partnerID=40&md5=5bb6d13bf70f9dac7bb9d396664383e2,CEUR Workshop Proc.,Conference Paper,Final,,Scopus,2-s2.0-85101611682
"Santoso W., Sitorus P.M., Batunanggar S., Krisanti F.T., Anggadwita G., Alamsyah A.",36169685000;57192064396;57222127243;57193238441;56540008500;55932829400;,Talent mapping: a strategic approach toward digitalization initiatives in the banking and financial technology (FinTech) industry in Indonesia,2020,Journal of Science and Technology Policy Management,12,3,,399,420,,,10.1108/JSTPM-04-2020-0075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101499710&doi=10.1108%2fJSTPM-04-2020-0075&partnerID=40&md5=cd113b2ca56045ab8dd174e633bdbb7d,J. Sci. Technol. Policy Manage.,Article,Final,,Scopus,2-s2.0-85101499710
"Rejeb A., Keogh J.G., Treiblmaier H.",57210259359;57205343423;13907073600;,The Impact of Blockchain on Medical Tourism,2020,Lecture Notes in Business Information Processing,403,,,29,40,,1.0,10.1007/978-3-030-67781-7_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101390054&doi=10.1007%2f978-3-030-67781-7_4&partnerID=40&md5=28461ef7188878a1048a264f78dd7dd9,Lect. Notes Bus. Inf. Process.,Conference Paper,Final,,Scopus,2-s2.0-85101390054
Springier E.,57222090613;,"Financial innovation, macroeconomic stability and sustainability",2020,Journal fur Entwicklungspolitik,36,4,,74,91,,,10.20446/JEP-2414-3197-36-4-74,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101343430&doi=10.20446%2fJEP-2414-3197-36-4-74&partnerID=40&md5=f2e5a32d21b1ea8d2920e578a2774a53,J. Entwickl.polit.,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85101343430
"Ebong J., Babu G.",57222011069;57222003027;,Demand for credit in high-density markets in kampala: Application of digital lending and implication for product innovation,2020,Journal of International Studies,13,4,,295,313,,1.0,10.14254/2071-8330.2020/13-4/21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100923217&doi=10.14254%2f2071-8330.2020%2f13-4%2f21&partnerID=40&md5=67cbe061e84ff738bbba6645807f4b5f,J. Intl. Stud.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85100923217
"Hassan M.K., Rabbani M.R., Mohd. Ali M.A.",57203737478;57216123332;57222002101;,Challenges for the islamic finance and banking in post COVID era and the role of Fintech,2020,Journal of Economic Cooperation and Development,41,3,,93,116,,11.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100874267&partnerID=40&md5=758d028b01e4ca948f4fbad22c0ecb14,J. Econ. Coop. Dev.,Article,Final,,Scopus,2-s2.0-85100874267
"Alshater M.M., Othman A.H.A.",57219218652;57226795705;,Financial Technology Developments and their Effect on Islamic Finance Education,2020,"Journal of King Abdulaziz University, Islamic Economics",33,3,,187,161,,,10.4197/Islec.33-3.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100761900&doi=10.4197%2fIslec.33-3.9&partnerID=40&md5=d4d72c58a3d5e28698d442da34136df7,J. King Abdulaziz Univ. Islam. Econ.,Article,Final,,Scopus,2-s2.0-85100761900
"Arias-Pérez J., Velez-Ocampo J., Cepeda-Cardona J.",57192909652;56433587900;57203532118;,Strategic orientation toward digitalization to improve innovation capability: why knowledge acquisition and exploitation through external embeddedness matter,2020,Journal of Knowledge Management,25,5,,1319,1335,,4.0,10.1108/JKM-03-2020-0231,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100299061&doi=10.1108%2fJKM-03-2020-0231&partnerID=40&md5=b4b4a351700c16cb6265431d9e980674,J. Knowl. Manag.,Article,Final,,Scopus,2-s2.0-85100299061
"Okoli T.T., Tewari D.D.",57219251930;7005587165;,Investigating the determinants and growth of financial technology depth of penetration among the heterogeneous Africa economies,2020,Cogent Economics and Finance,8,1,1838691,,,,,10.1080/23322039.2020.1838691,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100211998&doi=10.1080%2f23322039.2020.1838691&partnerID=40&md5=c7784dc289369580f334356938787286,Cogent Econ. Finance,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85100211998
Reilly K.,57208432676;,Platform developmentalism: Leveraging platform innovation for national development in Latin America,2020,Internet Policy Review,9,4,4,1,29,,,10.14763/2020.4.1538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100206619&doi=10.14763%2f2020.4.1538&partnerID=40&md5=80e0d6155d8e1014b2cbdbff8ad6ee9c,Internet Policy Rev.,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85100206619
"Belozyorov S.A., Sokolovska O.",57190407676;57193993155;,Economic sanctions against Russia: Assessing the policies to overcome their impact [Экономические санкции против России и оценка политики по преодолению их последствий],2020,Economy of Region,16,4,,1115,1131,,,10.17059/EKON.REG.2020-4-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100167684&doi=10.17059%2fEKON.REG.2020-4-8&partnerID=40&md5=4ae358013f51669b06169f48d1d880a1,Econ. Reg.,Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85100167684
"Wexler M.N., Oberlander J.",16461453200;35763429500;,Robo-advisors (RAs): the programmed self-service market for professional advice,2020,Journal of Service Theory and Practice,31,3,,351,365,,,10.1108/JSTP-07-2020-0153,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100146301&doi=10.1108%2fJSTP-07-2020-0153&partnerID=40&md5=791ba0eac4ac6824c1ad1413800b0d57,Journal of Service Theory and Practice,Article,Final,,Scopus,2-s2.0-85100146301
"Utami A.F., Ekaputra I.A.",57210624869;55545530000;,A paradigm shift in financial landscape: encouraging collaboration and innovation among Indonesian FinTech lending players,2020,Journal of Science and Technology Policy Management,12,2,,309,330,,1.0,10.1108/JSTPM-03-2020-0064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100142433&doi=10.1108%2fJSTPM-03-2020-0064&partnerID=40&md5=a3a20e7db207ba3e4fdf3ced8d0acec0,J. Sci. Technol. Policy Manage.,Article,Final,,Scopus,2-s2.0-85100142433
"Arefjevs I., Spilbergs A., Natrins A., Verdenhofs A., Mavlutova I., Volkova T.",57221681880;57218912696;57211217640;57221683955;55551649900;55873146300;,Financial sector evolution and competencies development in the context of information and communication technologies,2020,Research for Rural Development,35,,,260,267,,,10.22616/rrd.26.2020.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099776395&doi=10.22616%2frrd.26.2020.038&partnerID=40&md5=481f0e5bf589fe3fa909be242a4fb102,Res. Rural Dev.,Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85099776395
"Nel J., Boshoff C.",57225721583;7005939718;,Traditional-bank customers' digital-only bank resistance: evidence from South Africa,2020,International Journal of Bank Marketing,39,3,,429,454,,1.0,10.1108/IJBM-07-2020-0380,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099579275&doi=10.1108%2fIJBM-07-2020-0380&partnerID=40&md5=d770a4e9b4749bf4bca0eb1c86684a00,Int. J. Bank Mark.,Article,Final,,Scopus,2-s2.0-85099579275
"DvoŔák M., Rovný P., Grebennikova V., Faminskaya M.",57215016152;29567487000;56530681200;6507157529;,Economic impacts of Covid-19 on the labor market and human capital,2020,Terra Economicus,18,4,,78,96,,3.0,10.18522/2073-6606-2020-18-4-78-96,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099547280&doi=10.18522%2f2073-6606-2020-18-4-78-96&partnerID=40&md5=e9bd56f39f40bc551b0108359d7782d3,Terra Econ.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85099547280
Kshetri N.,9633912200;,Evolving uses of artificial intelligence in human resource management in emerging economies in the global South: some preliminary evidence,2020,Management Research Review,44,7,,970,990,,,10.1108/MRR-03-2020-0168,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099423578&doi=10.1108%2fMRR-03-2020-0168&partnerID=40&md5=21a9f1ebe3df185cb91edce02f243245,Manage. Res. Rev.,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85099423578
"Hudaefi F.A., Beik I.S.",57209250605;57191277172;,Digital zakāh campaign in time of Covid-19 pandemic in Indonesia: a netnographic study,2020,Journal of Islamic Marketing,12,3,,498,517,,6.0,10.1108/JIMA-09-2020-0299,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099416976&doi=10.1108%2fJIMA-09-2020-0299&partnerID=40&md5=6d85d893d4a6dd07076321691a5f1c15,J. Islam. Mark.,Article,Final,,Scopus,2-s2.0-85099416976
Baber H.,57194519403;,Secrets of successful crowdfunding campaigns,2020,Advances in Business Related Scientific Research Journal,11,2,,17,30,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099384965&partnerID=40&md5=9a759167b6816ac571c691e045fa703f,Adv. Bus. Rel. Sci. Res. J.,Article,Final,,Scopus,2-s2.0-85099384965
"Pham D.T., Loi N.V., Pham V.T.T., Nguyen A.T.",57221464565;57221467677;57221461194;57220723456;,Research on impacts of property tax on income – household expenses and real estate market in vietnam,2020,Indian Journal of Economics and Business,19,2,,97,127,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099201593&partnerID=40&md5=cb3d01f18e9072727e4b4fa95d70f0ca,Indian J. Econ. Bus.,Article,Final,,Scopus,2-s2.0-85099201593
"Phukon J.M., Borpujari S.",57221398847;57221390181;,Covid-19 and its impact on Indian economy: An assessment based on keynesian cross model,2020,Indian Journal of Economics and Business,19,2,,187,202,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099060211&partnerID=40&md5=1f6c4426fd33f1e09698c32d224a0122,Indian J. Econ. Bus.,Article,Final,,Scopus,2-s2.0-85099060211
Khazaei H.,57211348728;,Integrating cognitive antecedents to utaut model to explain adoption of blockchain technology among malaysian smes,2020,International Journal on Informatics Visualization,4,2,,85,90,,2.0,10.30630/joiv.4.2.362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099049550&doi=10.30630%2fjoiv.4.2.362&partnerID=40&md5=81f3175246ea8509e76850856a237181,Int. J. Inform. Vis.,Article,Final,,Scopus,2-s2.0-85099049550
"Abdeldayem M.M., Al Dulaimi S.H.",55246621700;57160200600;,Investors’ herd behavior related to the pandemic-risk reflected on the GCC stock markets [Psihologija stada investitora i pandemijski rizik na tržištu dionica zemalja arapskog zaljeva],2020,Zbornik Radova Ekonomskog Fakultet au Rijeci,38,2,,563,584,,6.0,10.18045/zbefri.2020.2.563,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098932159&doi=10.18045%2fzbefri.2020.2.563&partnerID=40&md5=de05bb9673ee0d064d8066ccc01bc6de,Zbornik Radova Ekonomskog Fakultet au Rijeci,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85098932159
"Subekti P., Setianti Y., Lukman S., hafiar H.",57205064894;57204126561;57209460256;57204043402;,Information selection and literacy competencies: The visually impaired perspective on loan offers for entrepreneurship,2020,Library Philosophy and Practice,2020,,4195,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098845056&partnerID=40&md5=399d93f90866bd314c19b195f3be5906,Libr. Philos. Pract.,Article,Final,,Scopus,2-s2.0-85098845056
