WORDS,ABBREVIATIONS
NEUROTOLOG-,NEUROTOL
NEUROTOXICITY,NEUROTOX
NEUROTRANSMITTER,NEUROTRANSM
NEUROTRAUMATOLOG-,NEUROTRAUMATOL
NEUROTROPIC,NEUROTROP
NEUROUROLOGY,NEUROUROL
NEUROVISCERAL,NEUROVISC
NEVADA,NEV
NEW BRUNSWICK,N B
NEW ENGLAND,N ENGL
NEW GUINEA,N GUIN
NEW HAMPSHIRE,N H
NEW HAVEN,N HAV
NEW HEBRIDES,N HEBR
NEW JERSEY,N J
NEW MEXICO,N M
NEW SOUTH WALES,N S W
NEW YORK,N Y
NEW ZEALAND,N Z
NEW-ZELANDESA,N-Z
NEWCASTLE,NEWCTLE
NEWCOM-,NEWCOM
NEWFOUNDLAND,NFLD
NEWLY,NEW
NEWMARKET,NEWMARK
NEWS-SHEET,NEWS-SH
NEWSAGENT,NEWSAG
NEWSBRIEF,NEWSBR
NEWSCLIPPING,NEWSCLIPP
NEWSERVICE,NEWSERV
NEWSFILE,NEWSF
NEWSHEET,NEWSH
NEWSJOURNAL,NEWSJ
NEWSLETTER,NEWSL
NEWSMAG-,NEWSMAG
NEWSMAK-,NEWSMAK
NEWSPAPER,NEWSP
NEWSPRINT,NEWSPR
NEWSREPORT,NEWSREP
NEWSREVIEW,NEWSREV
NEWSSHEET,NEWSSH
NEWSTREND,NEWSTR
NEWTONIAN,NEWTON
NIAGARA FALLS,NIAGARA F
NICOSIA,NICOS
NIGERIA-,NIGER
NINETEEN-,NINET
NITROCELLULOS-,NITROCELLUL
NOMENCLAT-,NOMENCL
NOMINEE,NOMIN
NON-GOVERNEMENT,NON-GOV
NON-LEAGUE,NON-LEAG
NON-OFFICIAL,NON-OFF
NON-PERISHABLE,NON-PERISH
NON-PROLIFERATION,NON-PROLIF
NON-RESIDENTIAL,NON-RESID
NONBACTERIAL,NONBACT
NONCONSERVAT-,NONCONSERV
NONCONVENTIONAL,NONCONV
NONCRYSTAL,NONCRYST
NONCULTUR-,NONCULT
NONDESTRUCT-,NONDESTRUCT
NONDRAMATIC,NONDRAM
NONFERMENTALI-,NONFERMENT
NONFICTION,NONFICT
NONFORMAL,NONFORM
NONHUMAN,NONHUM
NONIONIC,NONION
NONISOTOPI-,NONISOT
NONLITHOGRAPH-,NONLITHOGR
NONMETALLIC,NONMET
NONPSYCHIATRI-,NONPSYCHIATR
NONRESONANT,NONRESON
NONRESPIRAT-,NONRESPIR
NONSMOK-,NONSMOK
NONSTOICHIOMETR-,NONSTOICHIOM
NONTRADITION-,NONTRADIT
NORMATIV-,NORM
NORMATIVO,NORM
NORSEMAN,NORSEM
NORTH AMERICA,N AM
NORTH ATLANTIC,N ATL
NORTH BRUNSWICK,N BRUNSW
NORTH CAROLINA,N C
NORTH DAKOTA,N D
NORTH MELBOURNE,N MELB
NORTH QUEENSLAND,N QLD
NORTH-HOLLAND,N-HOLL
NORTHAMPTON,NORTHAMP
NORTHAMPTONSHIRE,NORTHANTS
NORTHEAST-,NORTHEAST
NORTHERN,NORTH
NORTHLAND,NORTHL
NORTHUMBERLAND,NORTHUMBERL
NORTHUMBRIA,NORTHUMBR
NORTHWEST TERRITORIES,N W T
NORTHWESTERN,NORTHWEST
NORTON,NORT
NORWAY,NOR
NORWEGIAN,NOR
NOSOCOMIAL,NOSOCOM
NOTARIA-,NOTAR
NOTEBOOK,NOTEB
NOTIFIABLE,NOTIF
NOTIFICA-,NOTIF
NOTIFIED,NOTIF
NOTTINGHAM,NOTTM
NOTTINGHAMSHIRE,NOTTS
NOVEDADES,NOVED
NOVEL-,NOV
NTERPOLATION,INTERPOLAT
NUCLEAR-,NUCL
NUCLEI,NUCL
NUCLEONIC-,NUCLEON
NUCLEUS,NUCL
NUISANCE,NUIS
NUMERI-,NUMER
NUMISLETTER,NUMISLETT
NURSERY,NURS
NURSERYMAN,NURSERYM
NURSING,NURS
NURTUR-,NURTUR
NUTGROWER,NUTGROW
NUTMEGGER,NUTMEGG
NYASALAND,NYASAL
OAKLAND,OAKL
OAKVILLE,OAKV
OBESITY,OBES
OBITUAR-,OBIT
OBLIGATION,OBLIG
OBRIGATÓR-,OBRIG
OBSTRUCTIVE,OBSTR
OCCASION-,OCCAS
OCCUPANCY,OCCUP
OCCUPATION-,OCCUP
OCCUPIED,OCCUP
OCCUR-,OCCUR
OCEANIA,OCEAN
OCEANIC,OCEAN
OCEANOGRAPH-,OCEANOGR
OCEANOLOG-,OCEANOL
OCIDENTAL,OCIDENT
OCTAGON,OCTAG
OCTOBER,OCT
OCULIST-,OCUL
OCULOMOTOR-,OCULOMOT
ŒCOLOG-,ŒCOL
ŒCONOM-,ŒCON
OFFER-,OFFER
OFFPRINT,OFFPR
OFFSHOOT,OFFSH
OGDENSBURG,OGDENSBG
OILWELL,OILW
OKLAHOMA,OKLA
OLDSMOBILE,OLDS
OLDTIM-,OLDTIM
OLEAGIN-,OL
OLFACTOMETR-,OLFACTOM
OLIGOGENETIC,OLIGOGENET
OLIGOSACCHARIDE,OLIGOSACCH
OLYMP-,OLYMP
ONCOBIOMARKERS,ONCOBIOMARK
ONCOFETAL,ONCOFET
ONCOGENES-,ONCOG
ONCOGENI-,ONCOG
ONCOLOG-,ONCOL
ONOMASIOLOG-,ONOMASIOL
ONTARIO,ONT
OPENING,OPEN
OPERANT-,OPERANT
OPERÁRIO,OPERÁR
OPHTHALMOLOG-,OPHTHALMOL
OPINION-,OPIN
OPPORTUNIT-,OPPOR
OPPOSITION,OPPOS
OPTIC-,OPT
OPTIMAL-,OPTIM
OPTIMISTIC,OPTIMIST
OPTIMIZ-,OPTIM
OPTOACOUSTIC,OPTOACOUST
OPTOELECTRON-,OPTOELECTRON
OPTOMECHANI-,OPTOMECH
OPTRONICS,OPTRON
ORÇAMENTO,ORÇAM
ORCHARD-,ORCHARD
ORCHESTR-,ORCH
ORDINANC-,ORD
ORDINOLOG-,ORDINOL
OREGON,OR
ORGANBUILD-,ORGANBUILD
ORGANIC,ORG
ORGANISM-,ORG
ORGANIZE-,ORGAN
ORGANIZING,ORGAN
ORGANOCHLORINE,ORGANOCHLOR
ORGANOFLUORINE,ORGANOFLUOR
ORGANOGEN-,ORGANOG
ORGANOMETALLIC,ORGANOMET
ORGANOSULFER,ORGANOSULF
ORGONOMY,ORGON
ORIENTAÇÃO,ORIENTAÇ
ORIENTADOR,ORIENTAD
ORIENTAL-,ORIENT
ORIENTATION,ORIENTAT
ORIENTEERING,ORIENTEER
ORIENTIQUE,ORIENT
ORIGIN-,ORIG
ORNAMENTAL,ORNAM
ORNITHOLOG-,ORNITHOL
OROFACIAL,OROFAC
ORTHODONT-,ORTHOD
ORTHOMOLECULAR-,ORTHOMOL
ORTHONTIC,ORTHONT
ORTHOPAEDAGOGI-,ORTHOPAEDAGOG
ORTHOPAEDI-,ORTHOP
ORTHOPED-,ORTHOP
ORTHOPSYCHIATRI-,ORTHOPSYCHIATR
ORTHOPTIC-,ORTHOPT
ORTHOTICS,ORTHOT
OSMOREGUL-,OSMOREGUL
OSSETIAN,OSSET
OSTDEUTSCH-,OSTDTSCH
OSTEOARCHAEOL-,OSTEOARCHAEOL
OSTEOARTHRITIS,OSTEOARTHR
OSTEOGENESIS,OSTEOGENES
OSTEOLOG-,OSTEOL
OSTEOPATHIC-,OSTEOPATH
OSTEOPOROSIS,OSTEOPOROS
OTOLARINGOLOG-,OTOLARINGOL
OTTAWA,OTT
OUTBOARD-,OUTBOARD
OUTFIT-,OUTFIT
OUTLINE,OUTL
OUTSIDE-,OUTS
OUTSTANDING,OUTST
OUTWARD,OUTW
OVERCROWDING,OVERCROWD
OVERLAND,OVERL
OVERLAND PARK,OVERL PARK
OVERSIGHT-,OVERS
OVERTURE,OVERT
OVERVIEW,OVERV
OVERVOLTAGE,OVERVOLT
OVULATION,OVUL
OWNED,OWN
OWNER,OWN
OWNERSHIP,OWNERSH
OXFORD,OXF
OXFORDSHIRE,OXFS
OXIDANT-,OXID
OXIDATION,OXID
OXIDISING,OXID
OXIDIZING,OXID
OXIDOREDUCTION,OXIDOREDUCT
OXONIENSIA,OXON
OXYGEN-,OXYG
PACEMAKER,PACEMAK
PACIFIC,PAC
PACKAG-,PACKAG
PACKER,PACK
PACKET-,PACK
PACKING,PACK
PACKINGHOUSE,PACKINGH
PAEDAGOGI-,PAEDAGOG
PAEDIATRI-,PAEDIATR
PAEDOPSYCHIATRI-,PAEDOPSYCHIATR
PAINT-,PAINT
PAINTBALL,PAINTB
PAISAGEM,PAISAG
PAKISTAN-,PAK
PALAEARCTIC,PALAEARCT
PALAENTHROPOLOG-,PALAENTHROPOL
PALAEOBOTAN-,PALAEOBOT
PALAEOCLIMAT-,PALAEOCLIM
PALAEOCLIMATOLOG-,PALAEOCLIMATOL
PALAEOECOLOG-,PALAEOECOL
PALAEOGEOGRAPH-,PALAEOGEOGR
PALAEOICHTHYOLOGICAL,PALAEOICHTHYOL
PALAEONTOGRAPH-,PALAEONTOGR
PALAEONTOLOG-,PALAEONTOL
PALAEOZOIC,PALAEOZ
PALEARCTIC,PALEARCT
PALEOBOTANI-,PALEOBOT
PALEOCARPOLOGY,PALEOCARPOL
PALEOCEANOGRAPH-,PALEOCEANOGR
PALEOENVIRONMENT-,PALEOENVIRON
PALEOETHNOLOG-,PALÉOÉTHNOL
PALEOGEOGRAF-,PALEOGEOGR
PALEOLIMNOLOG-,PALEOLIMNOL
PALEOPATHOLOGY,PALEOPATHOL
PALEOSURFAC-,PALEOSURF
PALEOVISITOLOGY,PALEOVISITOL
PALEOZOIC,PALEOZ
PALLIATIVE,PALLIAT
PALMERSTON,PALMERST
PALMERSTON NORTH,PALMERST N
PALMETTO,PALM
PAMPHLET-,PAM
PAN-EUROPEAN,PAN-EUR
PANAMERICAN-,PANAM
PANCREATIC,PANCREAT
PANCREATITIS,PANCREAT
PANCREATOLOG-,PANCREATOL
PANEUROPEAN,PANEUR
PANHAND-,PANHAND
PANJABI,PANJ
PANOPTIC,PANOPT
PANORAMIC,PANOR
PAPEIS,PAP
PAPEL,PAP
PAPER-,PAP
PAPERBACK,PAPERB
PAPERMACHIN-,PAPERMACH
PAPERMAK-,PAPERMAK
PAPUA NEW GUINEA,P N G
PAQUETVILLE,PAQUETV
PARACLINIC-,PARACLIN
PARALLÉLOGRAMME,PARALLELOGR
PARANA-,PARANA
PARAPHERNALIA,PARAPHERN
PARAPLEGIC,PARAPLEG
PARAPUBLIC,PARAPUB
PARASITA-,PARASIT
PARASITI-,PARASIT
PARASITOID,PARASIT
PARASITOLOG-,PARASITOL
PARATHYROID,PARATHYR
PARCERIA,PARCER
PARECER,PAREC
PARENTAL,PARENT
PARENTERAL,PARENTER
PARENTHOOD,PARENT
PARENTING,PARENT
PARISHIONER,PARISH
PARK-,PARK
PARKWAY,PARKW
PARLAMENT-,PARLAM
PARLEMENT-,PARLEM
PARLIAMENT-,PARLIAM
PARNASSUS,PARNASS
PAROL-,PAROL
PAROQUIAL,PAROQU
PARTAXIS,PARTAX
PARTIAL-,PARTIAL
PARTICLE-,PART
PARTICUL-,PART
PARTISAN,PARTIS
PARTNER,PARTN
PARTNERSHIP,PARTNERSH
PASSAGEIRO,PASSAG
PASSARELLA,PASSAR
PASSED,PASS
PASSENGER,PASSENG
PASSERELLA,PASSER
PASSIV-,PASSIV
PASSPORT,PASSPT
PASTOR-,PASTOR
PASTORAL,PASTOR
PASTRYCOOK-,PASTRYCOOK
PATCHWORK,PATCHW
PATENT,PAT
PATENTE-,PAT
PATHFIND-,PATHFIND
PATHOCHEMI-,PATHOCHEM
PATHOPHYSIOLOG-,PATHOPHYSIOL
PATHWAY,PATHW
PATRIOT-,PATRIOT
PAULIST-,PAUL
PAWTUCKET,PAWTUCK
PAYANT-,PAY
PAYMENT,PAYM
PAYROLL-,PAYR
PEACEFUL,PEAC
PEACEMAKER,PEACEMAK
PEASANT-,PEASANT
PEATLAND,PEATL
PEDESTRIAN,PEDESTR
PEDODON-,PEDOD
PEDOPSIQUIATR-,PEDOPSIQUIATR
PEDORTHICS,PEDORTH
PEELING,PEEL
PEEN-,PEEN
PELARGONIUM,PELARG
PEMBROKE,PEMB
PEMBROKESHIRE,PEMBS
PENAL-,PENAL
PENEOLOG-,PENEOL
PENNSYLVANIA,PA
PENOLOG-,PENOL
PENSIONER,PENSION
PENTANE,PENT
PENULTIMATE,PENULT
PEPSINOGEN-,PEPSINOG
PERCENTAGE,PERCENT
PERCEPTION,PERCEPT
PERCEPTUAL,PERCEPT
PERENNIAL,PERENN
PERFECTION-,PERFECT
PERFLUOROCHEM-,PERFLUOROCHEM
PERFORMABILITY,PERFORM
PERFORMANCE,PERFORM
PERFORMER,PERFORM
PERFORMING,PERFORM
PERICARDIAL,PERICARD
PERIGLACIAL,PERIGLAC
PERINATAL,PÉRINAT
PERIÓDIC-,PERIÓD
PERIOPERAT-,PERIOPER
PERIPHER-,PERIPHER
PERISCOP-,PERISC
PERISHABLE,PERISH
PERITONEAL,PERIT
PERMAFROST,PERMAFR
PERMANENT-,PERM
PERMEATION,PERMEAT
PERMUT-,PERMUT
PERNAMBUCO,PERNAMB
PERQUISIT-,PERQUIS
PERSONALIST,PERS
PERSUASI-,PERSUAS
PERTAIN-,PERTAIN
PERTINENT,PERTIN
PERUVIAN,PERUV
PETERBOROUGH,PETERB
PETERHEAD,PETERH
PETERSFIELD,PETERSF
PETITIONER,PETITION
PETROANALY-,PETROANAL
PETROCHEM-,PETROCHEM
PETROGLYPH,PETROGL
PETROGRAPH-,PETROGR
PETROPHYSICAL,PETROPHYS
PHAENOLOG-,PHAENOL
PHANEROZOIC,PHANEROZ
PHARMACEUT-,PHARM
PHARMACI-,PHARM
PHARMACO,PHARM
PHARMACOCHEMI-,PHARMACOCHEM
PHARMACOCINETI-,PHARMACOCINET
PHARMACOEPIDEMIOL-,PHARMACOEPIDEMIOL
PHARMACOGNOS-,PHARMACOGN
PHARMACOKINETI-,PHARMACOKINET
PHARMACOLOG-,PHARMACOL
PHARMACOMED-,PHARMACOMED
PHARMACOMETRIC,PHARMACOMET
PHARMACOPSYCHIATRI-,PHARMACOPSYCHIATR
PHARMACOPUNCTURE,PHARMACOPUNCT
PHARMACOTHERAP-,PHARMACOTHER
PHARMACOVIGILANCE,PHARMACOVIGIL
PHARMACY,PHARM
PHEASANT,PHEAS
PHENOLOG-,PHENOL
PHENOMENA,PHENOM
PHENOMENON,PHENOM
PHILADELPHIA,PHILA
PHILAMLIFE,PHILAML
PHILATEL-,PHILAT
PHILIPPIN-,PHILIPP
PHILOLOG-,PHILOL
PHILONIC-,PHILON
PHONECARD,PHONEC
PHOSPHOPROTEIN,PHOSPHOPROT
PHOTO-ENGRAVER,PHOTO-ENGRAV
PHOTOACOUSTIC,PHOTOACOUST
PHOTOBIOCHEMISTR-,PHOTOBIOCHEM
PHOTOBIOPHYSI-,PHOTOBIOPHYS
PHOTOCATALYS-,PHOTOCATAL
PHOTOCHEM-,PHOTOCHEM
PHOTOCOAGULATION,PHOTOCOAGUL
PHOTOCONDUCT-,PHOTOCOND
PHOTOCONVERSION-,PHOTOCONVERS
PHOTODERMATOLOG-,PHOTODERMATOL
PHOTODYNAMI-,PHOTODYN
PHOTOEFFECT-,PHOTOEFF
PHOTOELASTIC,PHOTOELAST
PHOTOELECTRIC,PHOTOELECTR
PHOTOELECTROCHEMI-,PHOTOELECTROCHEM
PHOTOELECTRONI-,PHOTOELECTRON
PHOTOEMISSION-,PHOTOEMISS
PHOTOFABRICAT-,PHOTOFABR
PHOTOFUNCTION-,PHOTOFUNCT
PHOTOGENERATI-,PHOTOGENER
PHOTOHISTORIAN,PHOTOHIST
PHOTOIMMUNOLOG-,PHOTOIMMUNOL
PHOTOIONIS-,PHOTOIONIS
PHOTOMECHANI-,PHOTOMECH
PHOTOMEDICINE,PHOTOMED
PHOTOMICROGRAPH-,PHOTOMICROGR
PHOTOPERIODI-,PHOTOPERIOD
PHOTOPOLYMER,PHOTOPOLYM
PHOTOSENSITI-,PHOTOSENSIT
PHOTOSYNTH-,PHOTOSYNTH
PHOTOSYSTEM-,PHOTOSYST
PHOTOTHEQUE,PHOTOTH
PHOTOTRANSFORMATION-,PHOTOTRANSFORM
PHOTOVOLTAIC,PHOTOVOLT
PHRASEOLOG-,PHRASEOL
PHRENOLOG-,PHRENOL
PHYCOLOG-,PHYCOL
PHYSICA-,PHYS
PHYSICIST-,PHYS
PHYSICO,PHYS
PHYSICOCHEM-,PHYSICOCHEM
PHYSICOMATHEMAT-,PHYSICOMATH
PHYSICOTECHNI-,PHYSICOTECH
PHYSICS,PHYS
PHYTODEPURATION,PHYTODEPUR
PHYTOECOLOG-,PHYTOECOL
PHYTOHORMONE,PHYTOHORM
PHYTOHYGIEN-,PHYTOHYG
PHYTOLITHARIEN,PHYTOLITH
PHYTOPHARMAC-,PHYTOPHARM
PHYTOPHYSIOLOG-,PHYTOPHYSIOL
PICK-,PICK
PICTORIAL,PICT
PICTURE-,PICT
PIKEVILLE,PIKEV
PILGRIM,PILGR
PILGRIMAG-,PILGR
PILLOWCASE,PILLOWC
PINHEIR-,PINH
PIONEERING,PIONEER
PIPEWELD-,PIPEWELD
PIPING,PIP
PIROPLASMOSIS,PIROPLASM
PISCICULT-,PISCIC
PITTSBURG,PITTSBG
PITTSFIELD,PITTSFLD
PITUITARY,PITUIT
PLACENTAL,PLACENT
PLAINSMAN,PLAINSM
PLANEAMENTO,PLANEAM
PLANETÁRIUM,PLANET
PLANETARY,PLANET
PLANETOLOG-,PLANETOL
PLANNED,PLAN
PLANNER,PLAN
PLANNING,PLAN
PLANTATION-,PLANT
PLANTED,PLANT
PLANTGROWING,PLANTGROW
PLANTING,PLANT
PLANTMAK-,PLANTMAK
PLASMONICS,PLASMON
PLASTER-,PLASTER
PLATEMAK-,PLATEMAK
PLATFORM,PLATF
PLATING,PLAT
PLATTSBURGH,PLATTSBG
PLATTSVILLE,PLATTSV
PLAY-,PLAY
PLAYBOOK,PLAYB
PLAYCENTRE,PLAYCENT
PLAYING,PLAY
PLAYLEADER,PLAYLEAD
PLAYMARKET-,PLAYMARK
PLAYSTATION,PLAYSTN
PLEADING,PLEAD
PLEASANT,PLEAS
PLEASURE,PLEAS
PLEATING,PLEAT
PLOUGHMAN,PLOUGHM
PLOUGSHARE,PLOUGSH
PLUMB-,PLUMB
PLURIDISCIPLIN-,PLURIDISCIP
PNEUMOCONIOSIS,PNEUMOCON
PNEUMOTRANSPORT,PNEUMOTRANSP
POCKET-BOOK,POCKET-B
POCKETBOOK,POCKETB
POIETICS,POIET
POINT PLEASANT,POINT PLEAS
POLAND,POL
POLARIMETR-,POLARIM
POLARIZAT-,POLARIZ
POLEMICAL,POLEM
POLICING,POLIC
POLICYHOLDER,POLICYHOLD
POLIOMYELIT-,POLIO
POLISH,POL
POLLED,POLL
POLLINATION,POLLINAT
POLLING,POLL
POLLUTANT-,POLLUT
POLLUTION,POLLUT
POLUIÇÃO,POLUIÇ
POLYACRYL-,POLYACRYL
POLYATOMIC-,POLYAT
POLYCHAETE,POLYCH
POLYCLINI-,POLYCLIN
POLYCRYSTALLI-,POLYCRYST
POLYCULTUR-,POLYCULT
POLYCYCLIC,POLYCYCL
POLYESTER,POLYEST
POLYETHYLENE,POLYETHYL
POLYGRAPH-,POLYGR
POLYIMIDE,POLYIM
POLYMER-,POLYM
POLYMICROBIAL-,POLYMICROB
POLYMORPHISM,POLYMORPH
POLYMORPHONUCLEAR-,POLYMORPHONUCL
POLYNESI-,POLYN
POLYPEPTID-,POLYPEPT
POLYPROPYLENE,POLYPROPYL
POLYSTYRENE,POLYSTYR
POLYTECHNI-,POLYTECH
POLYTHEMATICAL,POLYTHEMAT
POMOLOG-,POMOL
PONDERADO,PONDER
PONDKEEPER,PONDKEEP
PONTYPOOL,PONTYP
POOLED,POOL
POPULAÇÃO,POPUL
POPULATION,POPUL
PORCUPINE,PORCUP
POROSIMETR-,POROSIM
PORPHYRIN,PORPHYR
PORT ELIZABETH,PORT ELIZAB
PORT HARCOURT,P H
PORT HUENEME,PORT HUEN
PORT OF SPAIN,PORT SPAIN
PORTO RICO,P R
PORTSMOUTH,PORTSM
PORTUG-,PORT
PÓS-GRADUAÇÃO,PÓS-GRAD
POSITIONING,POSITION
POSITIVE,POSIT
POSSESS-,POSSESS
POSTAGE,POST
POSTAL,POST
POSTCARD,POSTC
POSTCONFEREN-,POSTCONF
POSTDOCTOR-,POSTDR
POSTGRADUATE,POSTGRAD
POSTING,POST
POSTMASTER,POSTMAST
POSTMODERN,POSTMOD
POSTMYOCARDIAL,POSTMYOCARD
POSTOPERATIV-,POSTOPER
POSTSCRIPT,PS
POSTSECOND-,POSTSECOND
POTASHVILLE,POTASHV
POTENTIALLY,POTENTIAL
POTOMAC,POTOM
POULTRY,POULT
POULTRYMAN,POULTRYM
POUNDING,POUND
POWERBOAT,POWERB
POWERBOATING,POWERB
POWERLIFT-,POWERLIFT
POWERPLANT,POWERPL
PRACTI-,PRACT
PRAEPARAT-,PRAEP
PRAESIDENT-,PRAES
PRAGMATICS,PRAGMAT
PRAIRIE VALLEYS,PRAIRIE VAL
PRANC-,PRANC
PRAY-,PRAY
PREACHING,PREACH
PREBIOLOG-,PREBIOL
PRECAST-,PRECAST
PRECAUTION,PRECAUT
PRECED-,PRÉCÉD
PRECEPTOR,PRECEPT
PRECIPITATION,PRECIP
PRECISION,PRECIS
PRECLINIC-,PRECLIN
PRECONCENTRAT-,PRECONC
PRECONDITIONED,PRECOND
PREDATOR,PREDAT
PREDECESS-,PREDECESS
PREDENTAL,PREDENT
PREDICT-,PREDICT
PREDOMINATELY,PREDOM
PREFECTUR-,PREFECT
PRÉFÉR-,PREFER
PREGERIATRIC,PREGERIATR
PREHISTORI-,PREHIST
PRELEUKEMI-,PRELEUK
PRELIMIN-,PRELIM
PREMALIGN-,PREMALIG
PREMATURITY,PREMATUR
PRENATAL-,PRENAT
PREPAR-,PREP
PREPRINT-,PREPR
PREREFUND-,PREREFUND
PRESBYTERIAN,PRESBYT
PRESCHOOL-,PRESCH
PRESCRIB-,PRESCR
PRESCRIPTION-,PRESCR
PRESENT-,PRESENT
PRESERV-,PRESERV
PRESIDEN-,PRES
PRESIDING,PRES
PRESS-,PRESS
PRESSURE,PRESS
PRESSURIZE,PRESS
PRESTAÇÃO,PRESTAÇ
PRESTRESS-,PRESTRESS
PRESYSTEM-,PRESYST
PRETREATMENT-,PRETREAT
PRETRIAL,PRETR
PREVAIL-,PREVAIL
PREVALENCE,PREVAL
PREVENÇÃO,PREV
PREVENT-,PREV
PREVID-,PREVID
PREVIS-,PREVIS
PRICEBOOK,PRICEB
PRIESTLEY,PRIEST
PRIMARIO,PRIM
PRIMARY,PRIM
PRIMEI-,PRIM
PRIMITIVE,PRIMIT
PRINCE EDWARD ISLAND,P E I
PRINCES RISBOROUGH,PRINCES RISB
PRINCETON,PRINCET
PRINCIPAIS,PRINC
PRINCIPAL-,PRINC
PRINCIPLE-,PRINC
PRINTED,PRINT
PRINTER,PRINT
PRINTING,PRINT
PRINTMAK-,PRINTMAK
PRIORITY,PRIOR
PRISON-,PRISON
PRIVACY,PRIV
PRIZE-,PRIZE
PROBABILIT-,PROBAB
PROBABLISTIC,PROBAB
PROBATION,PROBAT
PROCEDIMENTO,PROCED
PROCEDURAL,PROCED
PROCEDURE-,PROCED
PROCEEDINGS,PROC
PROCESS-,PROCESS
PROCLAMATION,PROCLAM
PROCTOLOG-,PROCTOL
PROCUREMENT,PROCURE
PRODUC-,PROD
PRODUCTRONIC,PRODUCTRON
PROFESSION-,PROF
PROFICIENCY,PROFIC
PROFILACT-,PROFIL
PROFISSÃO,PROF
PROFISSIONAL-,PROF
PROFITING,PROFIT
PROFUNDEZA,PROFUND
PROGENITOR,PROGENIT
PROGRAMMABLE,PROGRAM
PROGRAMMED,PROGRAM
PROGRAMMER,PROGRAM
PROGRAMMING,PROGRAM
PROGRESS,PROG
PROGRESSO,PROG
PROJECT-,PROJ
PROLETARIAN,PROLET
PROLIFERATION,PROLIF
PROLONG-,PROLONG
PROMINENT,PROMIN
PROMISING,PROMIS
PROMOT-,PROMOT
PRONOUNC-,PRONOUNC
PROOFREADER,PROOFREAD
PROPAGAND-,PROPAG
PROPAGATION,PROPAG
PROPEDÊUTICA,PROPEDÊUT
PROPERT-,PROP
PROPHET-,PROPHET
PROPHYLACT-,PROPHYL
PROPOS-,PROPOS
PROPRIEDADE,PROPR
PROPRIET-,PROPR
PROPULSION,PROPULS
PROPYLENE,PROPYL
PROSECUT-,PROSEC
PROSPECT-,PROSPECT
PROSPERIT-,PROSPER
PROSTÉTICO,PROSTÉT
PROSTHESIS,PROSTHES
PROSTHETIC,PROSTHET
PROSTHODONT-,PROSTHODONT
PROTEÇÃO,PROT
PROTECÇÃO,PROT
PROTECT-,PROT
PROTEOMICS,PROTEOM
PROTHESIS,PROTHES
PROTOBIOLOG-,PROTOBIOL
PROTOCOL-,PROTOC
PROTOTYPING,PROTOTYP
PROTUNING,PROTUN
PROVINC-,PROV
PROVISION,PROVIS
PROVOKING,PROVOK
PRUDENTIAL,PRUDENT
PSEUDEPIGRAPHA,PSEUDEPIGR
PSICANALISE,PSICANAL
PSICODIN-,PSICODIN
PSYCHIC-,PSYCH
PSYCHOACTIVE,PSYCHOACT
PSYCHOANAL-,PSYCHOANAL
PSYCHOCHEMI-,PSYCHOCHEM
PSYCHODYNAMI-,PSYCHODYN
PSYCHOEDUCA-,PSYCHOEDUC
PSYCHOENDOCRINE,PSYCHOENDOCR
PSYCHOENDOCRINOLOG-,PSYCHOENDOCRINOL
PSYCHOGERIATRIC,PSYCHOGERIATR
PSYCHOHISTOR-,PSYCHOHIST
PSYCHOLINGUISTIC-,PSYCHOLINGUIST
PSYCHONEUROENDOCRINE-,PSYCHONEUROENDOCR
PSYCHOPATHIC,PSYCHOPATH
PSYCHOPATHOLOG-,PSYCHOPATHOL
PSYCHOPHARMACOLOG-,PSYCHOPHARMACOL
PSYCHOPHARMAKA-,PSYCHOPHARM
PSYCHOPHYSIC-,PSYCHOPHYS
PSYCHOPHYSIOLOGY,PSYCHOPHYSIOL
PSYCHOSIS,PSYCHOS
PSYCHOSOCIAL-,PSYCHOSOC
PSYCHOSYNDROM-,PSYCHOSYNDR
PSYCHOSYNTHESIS,PSYCHOSYNTH
PTERIDOLOG-,PTERIDOL
PUBLICAT-,PUBL
PUBLICITY,PUBLIC
PUBLISH-,PUBL
PUERICULTUR-,PUERIC
PULMONAR-,PULM
PULMONOLOGY,PULMONOL
PUMPING,PUMP
PUNCTUALITY,PUNCTUAL
PUNISHMENT,PUNISHM
PUPPETEER,PUPPET
PURCHAS-,PURCH
PURIFICATION,PURIF
PURPOSE-,PURP
PURSUANT,PURS
PURSUIT-,PURS
PURVIEW,PURV
PUSHCART,PUSHC
PUSHING,PUSH
PUTTING,PUTT
PYROTECHNI-,PYROTECH
QUADRANGLE,QUADRANG
QUADRANT,QUADR
QUADRENNIAL,QUADRENN
QUADRIENNIAL,QUADRIENN
QUALIDADE,QUAL
QUALIFYING,QUALIF
QUALIT-,QUAL
QUARANTINE-,QUAR
QUARR-,QUARR
QUARRYING,QUARR
QUARTER,QUART
QUARTERLY,Q
QUASI-MARKET,QUASI-MARK
QUASIPARTICLE-,QUASIPART
QUATERNAR-,QUAT
QUEEN-CHARLOTTE-ISLANDS,QUEEN-CHARLOTTE-ISL
QUEENSLAND,QLD
QUESTÃO,QUEST
QUESTION-,QUEST
QUILT-,QUILT
QUILTWORK,QUILTW
QUINQUENNIAL,QUINQUENN
QUOTATION,QUOTA
RABBIT-,RABBIT
RACEHORSE,RACEH
RACKING,RACK
RACQUETBALL,RACQUETB
