Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Kumar P., Dwivedi Y.K., Anand A.","57214054962;35239818900;57188815652;","Responsible Artificial Intelligence (AI) for Value Formation and Market Performance in Healthcare: the Mediating Role of Patient’s Cognitive Engagement",2021,"Information Systems Frontiers",,,,"","",,18,"10.1007/s10796-021-10136-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105537708&doi=10.1007%2fs10796-021-10136-6&partnerID=40&md5=0c10790d46a182bc6b1f884e47f67fe2","Indian Institute of Management Ranchi, Ranchi, India; Emerging Markets Research Centre (EMaRC), School of Management, Swansea University, Bay Campus, Swansea, Wales  SA1 8EN, United Kingdom","Kumar, P., Indian Institute of Management Ranchi, Ranchi, India, Emerging Markets Research Centre (EMaRC), School of Management, Swansea University, Bay Campus, Swansea, Wales  SA1 8EN, United Kingdom; Dwivedi, Y.K., Emerging Markets Research Centre (EMaRC), School of Management, Swansea University, Bay Campus, Swansea, Wales  SA1 8EN, United Kingdom; Anand, A., Indian Institute of Management Ranchi, Ranchi, India","Artificial intelligence; Cognitive engagement; Healthcare; Market performance; Responsible AI; Value formation","Commerce; Health care; Artificial intelligence technologies; Evidence-based medicine; Healthcare sectors; In-depth interviews; Market performance; Mediating roles; Patient-centered care; Theoretical framework; Artificial intelligence",,,,,,,,,,,"Dwivedi, Y.K.; Emerging Markets Research Centre (EMaRC), Bay Campus, United Kingdom; email: y.k.dwivedi@swansea.ac.uk","Springer",13873326,,,,"English","Inf. Syst. Front.",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85105537708
"Monteiro A.C.B., França R.P., Arthur R., Iano Y.","57209744416;57219972999;57191961791;6507737860;","A Look at Machine Learning in the Modern Age of Sustainable Future Secured Smart Cities",2021,"Advanced Sciences and Technologies for Security Applications",,,,"359","383",,1,"10.1007/978-3-030-72139-8_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105178354&doi=10.1007%2f978-3-030-72139-8_17&partnerID=40&md5=16df303f9b5694ed64a409f494803341","School of Electrical and Computer Engineering (FEEC), University of Campinas (UNICAMP), Av. Albert Einstein, 400, Barão Geraldo, Campinas, SP, Brazil; School of Technology (FT), University of Campinas (UNICAMP), Paschoal Marmo Street, 1888 - Garden Nova Italia, Limeira, SP, Brazil","Monteiro, A.C.B., School of Electrical and Computer Engineering (FEEC), University of Campinas (UNICAMP), Av. Albert Einstein, 400, Barão Geraldo, Campinas, SP, Brazil; França, R.P., School of Electrical and Computer Engineering (FEEC), University of Campinas (UNICAMP), Av. Albert Einstein, 400, Barão Geraldo, Campinas, SP, Brazil; Arthur, R., School of Technology (FT), University of Campinas (UNICAMP), Paschoal Marmo Street, 1888 - Garden Nova Italia, Limeira, SP, Brazil; Iano, Y., School of Electrical and Computer Engineering (FEEC), University of Campinas (UNICAMP), Av. Albert Einstein, 400, Barão Geraldo, Campinas, SP, Brazil","Artificial intelligence; Big data; Data; Data analytics; Deep learning; IoT; Machine learning; Smart cities; Smart transportation; Sustainable development",,,,,,,,,,,,"França, R.P.; School of Electrical and Computer Engineering (FEEC), Av. Albert Einstein, 400, Brazil; email: padilha@decom.fee.unicamp.br","Springer",16135113,,,,"English","Adv. Sci. Tech. Sec. Appl.",Book Chapter,"Final","",Scopus,2-s2.0-85105178354
"Areiqat A.Y., Hamdan A., Alheet A.F., Alareeni B.","36835453800;56825295800;57204912379;57198816639;","Impact of Artificial Intelligence on E-Commerce Development",2021,"Lecture Notes in Networks and Systems","194 LNNS",,,"571","578",,3,"10.1007/978-3-030-69221-6_43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104469620&doi=10.1007%2f978-3-030-69221-6_43&partnerID=40&md5=78d2ea33c9164f09be661bab4fb838d0","Al-Ahliyya Amman University, Amman, Jordan; Ahlia University, Manama, Bahrain; Middle East Technical University, Ankara, Turkey","Areiqat, A.Y., Al-Ahliyya Amman University, Amman, Jordan; Hamdan, A., Ahlia University, Manama, Bahrain; Alheet, A.F., Al-Ahliyya Amman University, Amman, Jordan; Alareeni, B., Middle East Technical University, Ankara, Turkey","Artificial intelligence; E-Trade; Online retailers",,,,,,,,,,,,"Alareeni, B.; Middle East Technical UniversityTurkey; email: bahaaedu@hotmail.com","Springer Science and Business Media Deutschland GmbH",23673370,9783030692209,,,"English","Lect. Notes Networks Syst.",Conference Paper,"Final","",Scopus,2-s2.0-85104469620
"Al-Sabbagh N.A., Al-Alawi M.","57223017829;57223019203;","The Effect of Cloud Computing on Organizational Flexibility",2021,"Lecture Notes in Networks and Systems","194 LNNS",,,"40","51",,,"10.1007/978-3-030-69221-6_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104404862&doi=10.1007%2f978-3-030-69221-6_4&partnerID=40&md5=5ab37ed358f8f2a272b4c964a53dcb68","Engineering Management and Systems Engineering Off-Campus Program, School of Engineering and Applied Science, The George Washington University, Washington, DC, United States; College of Business and Finance, Ahlia University, Manama, Bahrain","Al-Sabbagh, N.A., Engineering Management and Systems Engineering Off-Campus Program, School of Engineering and Applied Science, The George Washington University, Washington, DC, United States; Al-Alawi, M., College of Business and Finance, Ahlia University, Manama, Bahrain","Cloud computing; GCC; Organizational flexibility",,,,,,,,,,,,"Al-Alawi, M.; College of Business and Finance, Bahrain; email: allamh3@hotmail.com","Springer Science and Business Media Deutschland GmbH",23673370,9783030692209,,,"English","Lect. Notes Networks Syst.",Conference Paper,"Final","",Scopus,2-s2.0-85104404862
"Alawi B., Hamdan A.","57223012850;56825295800;","Blockchain Technology Implications on Supply Chain Sector: A Review of the Literature",2021,"Lecture Notes in Networks and Systems","194 LNNS",,,"604","616",,,"10.1007/978-3-030-69221-6_46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104391792&doi=10.1007%2f978-3-030-69221-6_46&partnerID=40&md5=d0d06d4a9936ff83fdf26d7e7bc97a75","The George Washington University, Washington, DC, United States; Ahlia University, Manama, Bahrain","Alawi, B., The George Washington University, Washington, DC, United States; Hamdan, A., Ahlia University, Manama, Bahrain","Blockchain; Ledger; Literature review; Supply chain",,,,,,,,,,,,"Hamdan, A.; Ahlia UniversityBahrain; email: allamh3@hotmail.com","Springer Science and Business Media Deutschland GmbH",23673370,9783030692209,,,"English","Lect. Notes Networks Syst.",Conference Paper,"Final","",Scopus,2-s2.0-85104391792
"Shareeda A., Al-Hashimi M., Hamdan A.","57222812419;57208342511;56825295800;","Smart cities and electric vehicles adoption in Bahrain",2021,"Journal of Decision Systems","30","2-3",,"321","343",,4,"10.1080/12460125.2021.1911024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104050143&doi=10.1080%2f12460125.2021.1911024&partnerID=40&md5=ade3c4b4656a69fc1d490722ef7c6cbb","College of Business and Finance, Ahlia University, King Fahd Causeway Authority, Manama, Bahrain, Saudi Arabia; VP for Academic Affairs, Acting Dean, College of Engineering, Ahlia University, Manama, Bahrain; Dean of College of Business and Finance, Ahlia University, Manama, Bahrain","Shareeda, A., College of Business and Finance, Ahlia University, King Fahd Causeway Authority, Manama, Bahrain, Saudi Arabia; Al-Hashimi, M., VP for Academic Affairs, Acting Dean, College of Engineering, Ahlia University, Manama, Bahrain; Hamdan, A., Dean of College of Business and Finance, Ahlia University, Manama, Bahrain","consumer awareness; electric vehicles; market segmentation; potential consumers; Smart cities","Commerce; Sales; Smart city; Taxation; Automobile companies; Driving range; Electric Vehicles (EVs); Financial incentives; Market segment; Purchasing power; Sample sizes; Tax exemptions; Electric automobiles",,,,,,,,,,,"Hamdan, A.; Dean of College of Business and Finance, Bahrain; email: allamh3@hotmail.com","Taylor and Francis Ltd.",12460125,,,,"English","J. Decis. Syst.",Article,"Final","",Scopus,2-s2.0-85104050143
"Loiacono G., Rulli E.","57195680032;56736433400;","ResTech: innovative technologies for crisis resolution",2021,"Journal of Banking Regulation",,,,"","",,,"10.1057/s41261-021-00154-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103572442&doi=10.1057%2fs41261-021-00154-4&partnerID=40&md5=8fcbae9c779120b20fe9b792a12e5827","Single Resolution Board, Bruxelles, 1000, Belgium; SciencesPo, Paris, 75007, France; University of Rome Tor Vergata, Rome, 00133, Italy","Loiacono, G., Single Resolution Board, Bruxelles, 1000, Belgium, SciencesPo, Paris, 75007, France; Rulli, E., Single Resolution Board, Bruxelles, 1000, Belgium, University of Rome Tor Vergata, Rome, 00133, Italy","Bank resolution; Big data; Innovation; Machine learning; ResTech",,"Open access funding provided by Università degli Studi di Roma Tor Vergata within the CRUI-CARE Agreement.",,,,,,,,,,"Rulli, E.; Single Resolution BoardBelgium; email: edoardo.rulli@uniroma2.it","Palgrave Macmillan",17456452,,,,"English","J. Bank. Regul.",Article,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85103572442
"Shestak V., Kiseleva A., Kolesnikov Y.","57219598832;57192946865;57192951306;","Taxation Issues for Digital Financial Assets",2021,"Social Science Computer Review",,,,"","",,,"10.1177/08944393211003919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103401219&doi=10.1177%2f08944393211003919&partnerID=40&md5=303d031d98546ea92b93eb904c021cca","MGIMO University, Moscow, Russian Federation; Southern Federal University, Rostov-on-Don, Russian Federation","Shestak, V., MGIMO University, Moscow, Russian Federation; Kiseleva, A., Southern Federal University, Rostov-on-Don, Russian Federation; Kolesnikov, Y., Southern Federal University, Rostov-on-Don, Russian Federation","digital financial assets; legal regulation of crypto assets; operations with cryptocurrency; tax accounting; taxation",,,,,,,,,,,,"Shestak, V.; MGIMO UniversityRussian Federation; email: shviktor709@rambler.ru","SAGE Publications Inc.",08944393,,,,"English","Soc. Sci. Comput. Rev.",Article,"Article in Press","",Scopus,2-s2.0-85103401219
"Braido G., Klein A., Papaleo G.","57189373766;55911126200;57222567557;","Facilitators and barriers faced by mobile payment fintechs in the brazilian context",2021,"Brazilian Business Review","18","1",,"22","44",,1,"10.15728/BBR.2021.18.1.2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103233749&doi=10.15728%2fBBR.2021.18.1.2&partnerID=40&md5=f11423bca75a760a191304fb6b022c76","Universidade do Vale do Rio dos Sinos, Porto Alegre, RS, Brazil","Braido, G., Universidade do Vale do Rio dos Sinos, Porto Alegre, RS, Brazil; Klein, A., Universidade do Vale do Rio dos Sinos, Porto Alegre, RS, Brazil; Papaleo, G., Universidade do Vale do Rio dos Sinos, Porto Alegre, RS, Brazil","Barriers; Entrepreneurship; Facilitators; Fintechs; Mobile payments",,"The authors thank CAPES and CNPq for the financial support of this research (Ph.D scholarship of Gabriel Braido and Productivity Grant of Amarolinda Klein, respectively).",,,,,,,,,,,"FUCAPE Business School",18082386,,,,"English","Brazilian Bus. Rev.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85103233749
"Caprolu M., Cresci S., Raponi S., Di Pietro R.","57208629439;56178304900;57201275481;57216385914;","New Dimensions of Information Warfare: The Economic Pillar—Fintech and Cryptocurrencies",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12528 LNCS",,,"3","27",,,"10.1007/978-3-030-68887-5_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102611376&doi=10.1007%2f978-3-030-68887-5_1&partnerID=40&md5=68aa57d02ec4639dc0513e57a9ac80af","Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Qatar Foundation, Doha, Qatar; Institute of Informatics and Telematics, National Research Council (IIT-CNR), Pisa, Italy","Caprolu, M., Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Qatar Foundation, Doha, Qatar; Cresci, S., Institute of Informatics and Telematics, National Research Council (IIT-CNR), Pisa, Italy; Raponi, S., Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Qatar Foundation, Doha, Qatar; Di Pietro, R., Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Qatar Foundation, Doha, Qatar","Cryptocurrency; Fintech; Information warfare; Market manipulation","Cryptocurrency; Electronic warfare; Fintech; Service industry; Amount of information; Developed countries; Economic sectors; Electronic world; Financial sectors; Information warfare; National economy; Technological advancement; Digital devices",,,,,,,,,,,"Caprolu, M.; Division of Information and Computing Technology, Qatar; email: mcaprolu@hbku.edu.qa","Springer Science and Business Media Deutschland GmbH",03029743,9783030688868,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final","",Scopus,2-s2.0-85102611376
"Mohamed H., Yildirim R.","57215609192;15057418100;","RegTech and Regulatory Change Management for Financial Institutions",2021,"Studies in Computational Intelligence","935",,,"153","168",,,"10.1007/978-3-030-62796-6_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102006836&doi=10.1007%2f978-3-030-62796-6_8&partnerID=40&md5=ef676af52a038c280a8793aabe8259eb","Stellar Consulting Group, Singapore, Singapore; Upsite Consulting, Muharraq, Bahrain","Mohamed, H., Stellar Consulting Group, Singapore, Singapore; Yildirim, R., Upsite Consulting, Muharraq, Bahrain","Anti-money laundering; Customer due diligence; Data privacy and protection; OTC reform",,,,,,,,,,,,"Mohamed, H.; Stellar Consulting GroupSingapore; email: hazik@stellarcg.com","Springer Science and Business Media Deutschland GmbH",1860949X,,,,"English","Stud. Comput. Intell.",Book Chapter,"Final","",Scopus,2-s2.0-85102006836
"Chinnasamy G., Madbouly A., Reyad S.","57220752070;57208627244;57336955000;","Fintech: A Pathway for MENA Region",2021,"Studies in Computational Intelligence","935",,,"135","151",,,"10.1007/978-3-030-62796-6_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101985172&doi=10.1007%2f978-3-030-62796-6_7&partnerID=40&md5=17b6a0e3f8a6621eacecc7a7decd0156","Business and Accounting Department, Muscat College, Muscat, Oman; College of Business and Finance, Ahlia University, Manama, Bahrain","Chinnasamy, G., Business and Accounting Department, Muscat College, Muscat, Oman; Madbouly, A., Business and Accounting Department, Muscat College, Muscat, Oman; Reyad, S., College of Business and Finance, Ahlia University, Manama, Bahrain","Economy; Fintech; MENA",,,,,,,,,,,,"Madbouly, A.; Business and Accounting Department, Oman; email: araby@muscatcollege.edu.om","Springer Science and Business Media Deutschland GmbH",1860949X,,,,"English","Stud. Comput. Intell.",Book Chapter,"Final","",Scopus,2-s2.0-85101985172
"Pu R., Teresiene D., Pieczulis I., Kong J., Yue X.-G.","57608185300;24482358400;57221733475;57221494586;36607149900;","The interaction between banking sector and financial technology companies: Qualitative assessment—a case of lithuania",2021,"Risks","9","1","21","1","22",,6,"10.3390/risks9010021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099979001&doi=10.3390%2frisks9010021&partnerID=40&md5=153f7afa6f1c071c354df44798bf8e35","Faculty of Economics, Srinakharinwirot University, Bangkok, 10110, Thailand; Faculty of Economics and Business Administration, Vilnius University, Vilnius, LT-10223, Lithuania; Business School, University of Newcastle, Newcastle, 2300, Australia; Department of Computer Science and Engineering, School of Sciences, European University Cyprus, Nicosia, 1516, Cyprus","Pu, R., Faculty of Economics, Srinakharinwirot University, Bangkok, 10110, Thailand; Teresiene, D., Faculty of Economics and Business Administration, Vilnius University, Vilnius, LT-10223, Lithuania; Pieczulis, I., Faculty of Economics and Business Administration, Vilnius University, Vilnius, LT-10223, Lithuania; Kong, J., Business School, University of Newcastle, Newcastle, 2300, Australia; Yue, X.-G., Department of Computer Science and Engineering, School of Sciences, European University Cyprus, Nicosia, 1516, Cyprus","Banking sector; Financial inclusion; Financial technologies; PESTEL analysis; Risk; SWOT analysis",,"In this paper we have focused on Lithuania as there are lots of opinions that FinTech sector in this country can become a European FinTech hub. U.S. financial expert Noreika (2017) has expressed the opinion that the idea for Lithuania to become a European FinTech hub is quite real. The development of financial technologies in Lithuania has a great support from the Bank of Lithuania, which is our central bank and supervisory institution for financial sector. At the same time established FinTech Association helps foreign investors to come to Lithuania and provides all the necessary information to finance the progress of these technologies. Ministry of Finance also is very active in adding value in FinTech sector growth. The Government supports the expansions of FinTech in Lithuania a lot also. The development of the FinTech sector is one of the government’s priorities in Lithuania.",,,,,,,,,,"Teresiene, D.; Faculty of Economics and Business Administration, Lithuania; email: deimante.teresiene@evaf.vu.lt","MDPI AG",22279091,,,,"English","Risks",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85099979001
