Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Ireland C., Hockley R.","57214750135;57214749605;","A call for introducing LegalTech in the classroom",2020,"Computer Law and Security Review","36",,"105399","","",,,"10.1016/j.clsr.2020.105399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079042706&doi=10.1016%2fj.clsr.2020.105399&partnerID=40&md5=c8ef1be2dcc7138207618fe592432e8a","University of Southampton, Simmons & Simmons LLP, United Kingdom; Automate Legal, United Kingdom","Ireland, C., University of Southampton, Simmons & Simmons LLP, United Kingdom; Hockley, R., Automate Legal, United Kingdom","Classroom; Innovation; LawTech; LegalTech; LLB; Tech","Computer networks; Classroom; Law firm; LawTech; Legal services; LegalTech; Tech; Technological change; Security systems",,,,,,,,,,,"Ireland, C.; Chris Ireland, United Kingdom; email: Ci2g17@soton.ac.uk","Elsevier Ltd",02673649,,CLSRE,,"English","Comput Law Secur. Rev.",Article,"Final","",Scopus,2-s2.0-85079042706
"Omarova S.T.","36952224400;","Technology v Technocracy: Fintech as a Regulatory Challenge",2020,"Journal of Financial Regulation","6","1",,"75","124",,9,"10.1093/jfr/fjaa004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085617548&doi=10.1093%2fjfr%2ffjaa004&partnerID=40&md5=4dd8ab59cfaf1afbb59e6bdd786185b8",,"Omarova, S.T.","digital technology; financial stability; fintech; innovation; public option; smart regulation",,,,,,,,,,,,"Omarova, S.T.email: sto24@cornell.edu
Omarova, S.T.email: sto24@cornell.edu","Oxford University Press",20534833,,,,"English","J. Financ. Regul.",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85085617548
"Li S., Liu X., Wang C.","57212307217;27170455100;57205168475;","The influence of internet finance on the sustainable development of the financial ecosystem in China",2020,"Sustainability (Switzerland)","12","6","2365","","",,1,"10.3390/su12062365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082880744&doi=10.3390%2fsu12062365&partnerID=40&md5=a76ca08b3231ba64991778eba865f2ed","School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, 250014, China; School of Business, University of Jinan, Jinan, 250022, China","Li, S., School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, 250014, China, School of Business, University of Jinan, Jinan, 250022, China; Liu, X., School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, 250014, China; Wang, C., School of Management Science and Engineering, Shandong University of Finance and Economics, Jinan, 250014, China","Financial ecosystem; Internet finance; Sustainable development; Traditional financial industries","banking; correlation; financial system; insurance system; Internet; risk factor; sustainability; sustainable development; China","Funding: This research was funded by National Social Science Foundation of China (Grant No. 18CJY004) and China Postdoctoral Science Foundation (Grant No.2018M642638) and Shandong Social Science Planning Project (Grant No.20DJJJ04 and Grant No.18DGLJ16).",,,,,,,,,,"Li, S.; School of Management Science and Engineering, China; email: sm_lisp@ujn.edu.cn","MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85082880744
"Lin L., Tjio H.","55099447700;55871176400;","Alternative Investments, Sustainability in the Digital Age",2020,"European Business Organization Law Review","21","1",,"","",,1,"10.1007/s40804-020-00185-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082768294&doi=10.1007%2fs40804-020-00185-w&partnerID=40&md5=502d50d068cfa4c8cc15fda928d1d192","Assistant Professor, Faculty of Law, National University of Singapore (NUS), Singapore, Singapore; Professor, Faculty of Law, National University of Singapore (NUS), Singapore, Singapore","Lin, L., Assistant Professor, Faculty of Law, National University of Singapore (NUS), Singapore, Singapore; Tjio, H., Professor, Faculty of Law, National University of Singapore (NUS), Singapore, Singapore",,,,,,,,,,,,,"Lin, L.; Assistant Professor, Singapore; email: lawll@nus.edu.sg","Springer",15667529,,,,"English","Eur. Bus. Org. Law Rev.",Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-85082768294
"Arner D.W., Buckley R.P., Zetzsche D.A., Veidt R.","15046436800;55185207500;35622920200;57216337134;","Sustainability, FinTech and Financial Inclusion",2020,"European Business Organization Law Review","21","1",,"7","35",,40,"10.1007/s40804-020-00183-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082754210&doi=10.1007%2fs40804-020-00183-y&partnerID=40&md5=d91fafffe9133d4c4fd764db4c8f96b7","Kerry Holdings Professor in Law and Director, Asian Institute of International Financial Law, Faculty of Law, University of Hong Kong, Hong Kong; Board Member, Centre for Finance, Technology and Entrepreneurship (CFTE), London, United Kingdom; KPMG Law-King and Wood Mallesons Professor of Disruptive Innovation, and Scientia Professor, UNSW Sydney, Sydney, Australia; Professor of Law, ADA Chair in Financial Law (Inclusive Finance), Faculty of Law, Economics and Finance, University of Luxembourg, Luxembourg, Luxembourg; Director, Centre for Business and Corporate Law, Heinrich-Heine-University, Düsseldorf, Germany; Research Associate, ADA Chair in Financial Law (Inclusive Finance), Faculty of Law, Economics and Finance, University of Luxembourg, Luxembourg","Arner, D.W., Kerry Holdings Professor in Law and Director, Asian Institute of International Financial Law, Faculty of Law, University of Hong Kong, Hong Kong, Board Member, Centre for Finance, Technology and Entrepreneurship (CFTE), London, United Kingdom; Buckley, R.P., KPMG Law-King and Wood Mallesons Professor of Disruptive Innovation, and Scientia Professor, UNSW Sydney, Sydney, Australia; Zetzsche, D.A., Professor of Law, ADA Chair in Financial Law (Inclusive Finance), Faculty of Law, Economics and Finance, University of Luxembourg, Luxembourg, Luxembourg, Director, Centre for Business and Corporate Law, Heinrich-Heine-University, Düsseldorf, Germany; Veidt, R., Research Associate, ADA Chair in Financial Law (Inclusive Finance), Faculty of Law, Economics and Finance, University of Luxembourg, Luxembourg","e-KYC; Electronic payment infrastructure; Financial inclusion; FinTech; RegTech; Sustainability; Sustainable development goals; Sustainable investment",,"We are grateful for the financial support for this research provided by the Alliance for Financial Inclusion (AFI); the Australian Research Council; the Hong Kong Research Grants Council Research Impact Fund; and the Qatar National Research Fund National Priorities Fund. All responsibility is the authors’. This article draws upon our earlier, extended report for AFI: ‘FinTech for Financial Inclusion: A Framework for Digital Financial Transformation’, September 2018; available at https://www.afi-global.org/publications/2844/FinTech-for-Financial-Inclusion-A-Framework-for-Digital-Financial-Transformation .",,,,,,,,,,"Arner, D.W.; Kerry Holdings Professor in Law and Director, Hong Kong; email: douglas.arner@hku.hk","Springer",15667529,,,,"English","Eur. Bus. Org. Law Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85082754210
"Buckley R.P., Arner D.W., Zetzsche D.A., Weber R.H.","55185207500;15046436800;35622920200;23981413900;","The road to RegTech: the (astonishing) example of the European Union",2020,"Journal of Banking Regulation","21","1",,"26","36",,17,"10.1057/s41261-019-00104-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073951758&doi=10.1057%2fs41261-019-00104-1&partnerID=40&md5=92ff0130bf99961a82f605e1bb3e2399","UNSW Sydney, Kensington, Australia; University of Hong Kong, Pok Fu Lam, Hong Kong; University of Luxembourg, Luxembourg; Heinrich-Heine-University, Düsseldorf, Germany; University of Zurich, Zurich, Switzerland","Buckley, R.P., UNSW Sydney, Kensington, Australia; Arner, D.W., University of Hong Kong, Pok Fu Lam, Hong Kong; Zetzsche, D.A., University of Luxembourg, Luxembourg, Heinrich-Heine-University, Düsseldorf, Germany; Weber, R.H., University of Zurich, Zurich, Switzerland","Data protection; Digital identity; European Union; Financial regulation; FinTech; General Data Protection Regulation (GDPR); Open banking; Payment Services Directive 2 (PSD 2); RegTech",,"Acknowledgements We would like to thank for support of this research the Australian Research Council as part of the Project, ‘Regulating a Revolution: A New Regulatory Model for Digital Finance’ and the Hong Kong Research Grants Council Research Impact Fund, as well as participants at the European Banking Institute annual conference in Frankfurt in February 2019 for their comments and Rohan Balani, Pamela Cela, Tsany Ratna Dewi, Zak Vidor Staub, and Robin Veidt for their most helpful research assistance.",,,,,,,,,,"Buckley, R.P.; UNSW SydneyAustralia; email: ross.buckley@unsw.edu.au","Palgrave Macmillan Ltd.",17456452,,,,"English","J. Bank. Regul.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85073951758
"Sangwan V., Harshita, Prakash P., Singh S.","57211715828;57201998254;36644683200;57281462400;","Financial technology: a review of extant literature",2020,"Studies in Economics and Finance","37","1",,"71","88",,23,"10.1108/SEF-07-2019-0270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074897787&doi=10.1108%2fSEF-07-2019-0270&partnerID=40&md5=e81f82dac17fea4414f6a787b4de8063","Department of Industrial and Management Engineering, Indian Institute of Technology Kanpur, Kanpur, India; FORE School of Management, New Delhi, India; Department of Finance and General Business, Missouri State University, Springfield, MO, United States; Department of Management Studies, Indian Institute of Technology Delhi, New Delhi, India","Sangwan, V., Department of Industrial and Management Engineering, Indian Institute of Technology Kanpur, Kanpur, India; Harshita, FORE School of Management, New Delhi, India; Prakash, P., Department of Finance and General Business, Missouri State University, Springfield, MO, United States; Singh, S., Department of Management Studies, Indian Institute of Technology Delhi, New Delhi, India","Big data; Blockchain; Crowdfunding; Cryptocurrency; Entrepreneurial finance; FinTech; ICOs; Innovation; P2P lending; Regtech; Regulatory sandbox; Shadow banking",,,,,,,,,,,,"Sangwan, V.; Department of Industrial and Management Engineering, India; email: vikassangwaniitk@gmail.com","Emerald Group Holdings Ltd.",10867376,,,,"English","Stud. Econ. Financ.",Review,"Final","",Scopus,2-s2.0-85074897787
"Fosso Wamba S., Kala Kamdjoug J.R., Epie Bawack R., Keogh J.G.","14833520200;57196328490;57212101591;57205343423;","Bitcoin, Blockchain and Fintech: a systematic review and case studies in the supply chain",2020,"Production Planning and Control","31","2-3",,"115","142",,89,"10.1080/09537287.2019.1631460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067191471&doi=10.1080%2f09537287.2019.1631460&partnerID=40&md5=6ec6112f30049d51f667cb977973967b","Department of Information, Operations and Management Sciences, Toulouse Business School, Toulouse, France; GRIAGES, Department of Management and Information Systems, Catholic University of Central Africa, Yaoundé, Cameroon; Henley Business School, University of Reading, Reading, United Kingdom","Fosso Wamba, S., Department of Information, Operations and Management Sciences, Toulouse Business School, Toulouse, France; Kala Kamdjoug, J.R., GRIAGES, Department of Management and Information Systems, Catholic University of Central Africa, Yaoundé, Cameroon; Epie Bawack, R., GRIAGES, Department of Management and Information Systems, Catholic University of Central Africa, Yaoundé, Cameroon; Keogh, J.G., Henley Business School, University of Reading, Reading, United Kingdom","Bitcoin; Blockchain; Fintech; supply chain","Blockchain; Classification (of information); Competition; Decision making; Supply chains; Baseline studies; Business strategy; Classification framework; Competitive advantage; Fintech; Knowledge gaps; Research methodologies; Systematic Review; Bitcoin",,,,,,,,,,,"Fosso Wamba, S.; Department of Information, 1 place Alphonse Jourdain, France; email: s.fosso-wamba@tbs-education.fr","Taylor and Francis Ltd.",09537287,,PPCOE,,"English","Prod Plann Control",Article,"Final","",Scopus,2-s2.0-85067191471
"Bradley C.G.","55199625700;","The consumer protection ecosystem: Law, Norms, and technology",2020,"Denver Law Review","97","1",,"35","84",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079817007&partnerID=40&md5=302c1b750e21c1563283488485beca4f","University of Kentucky, College of Law, United States","Bradley, C.G., University of Kentucky, College of Law, United States",,,"† Assistant Professor of Law, University of Kentucky College of Law; A.B., Princeton; M.Phil., D.Phil., Oxford; J.D., LL.M., NYU. Sincere thanks to Zack Bray, Matthew Bruckner, Stephen Calkins, Pamela Foohey, Michael Livermore, Amy Schmitz, Harry Surden, Martin Sybblis, Kate Tokeley, Rory Van Loo, and Lauren Willis, as well as participants at workshops at the University of Kentucky, at Law & Society 2018, at Teaching Consumer Law 2018, at South Eastern Assoc. of Law Schools 2018, at Junior Scholars Virtual Colloquium 2017, and at Central States Law Schools 2017. I am grateful for the research assistance of Kaylie Raber and summer research funding from the University of Kentucky College of Law.",,,,,,,,,,"Bradley, C.G.; University of Kentucky, United States","Denver University Law Review",24696463,,,,"English","Denver. Law. Rev",Article,"Final","",Scopus,2-s2.0-85079817007
"Coffie C.P.K., Zhao H., Mensah I.A.","57215593309;56593840600;57206774215;","Panel econometric analysis on mobile payment transactions and traditional banks effort toward financial accessibility in sub-Sahara Africa",2020,"Sustainability (Switzerland)","12","3","895","","",,8,"10.3390/su12030895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081258952&doi=10.3390%2fsu12030895&partnerID=40&md5=74af47919de7ab2bc3b3328fb1783518","School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, 610054, China; Center ofWest African Studies, University of Electronic Science and Technology of China, Chengdu, 610054, China; Institute of Applied Systems Analysis (IASA), Faculty of Science, Jiangsu University, Zhenjiang, 212013, China","Coffie, C.P.K., School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, 610054, China, Center ofWest African Studies, University of Electronic Science and Technology of China, Chengdu, 610054, China; Zhao, H., School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, 610054, China, Center ofWest African Studies, University of Electronic Science and Technology of China, Chengdu, 610054, China; Mensah, I.A., Institute of Applied Systems Analysis (IASA), Faculty of Science, Jiangsu University, Zhenjiang, 212013, China","Financial access; FinTech; Mobile payment; Sub-Sahara Africa; Traditional banks","accessibility; banking; econometrics; economic analysis; financial system; least squares method; panel data; time series analysis; Sub-Saharan Africa","Funding: This research is financially supported by the Science & Technology Department of Sichuan Province International Technology Cooperation Project/Hong Kong Macao Taiwan Technology Cooperation Project (2019YFH0004).",,,,,,,,,,"Zhao, H.; School of Management and Economics, China; email: zhaohj@uestc.edu.cn","MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85081258952
