Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Abbreviated Source Title,Document Type,Publication Stage,Source,EID
"Sivarajah U., Kamal M.M., Irani Z., Weerakkody V.","56202054300;26027510600;7003623363;16029961500;","Critical analysis of Big Data challenges and analytical methods",2017,"Journal of Business Research","70",,,"263","286",,1118,"10.1016/j.jbusres.2016.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027936282&doi=10.1016%2fj.jbusres.2016.08.001&partnerID=40&md5=87b8e4945aa2a68cee7fb281301136cc","Brunel University London, Brunel Business SchoolUB8 3PH, United Kingdom","Sivarajah, U., Brunel University London, Brunel Business SchoolUB8 3PH, United Kingdom; Kamal, M.M., Brunel University London, Brunel Business SchoolUB8 3PH, United Kingdom; Irani, Z., Brunel University London, Brunel Business SchoolUB8 3PH, United Kingdom; Weerakkody, V., Brunel University London, Brunel Business SchoolUB8 3PH, United Kingdom","Big Data; Big Data Analytics; Challenges; Methods; Systematic literature review",,"J. Bus. Res.",Article,"Final",Scopus,2-s2.0-85027936282
"Foss N.J., Saebi T.","7005282199;23486657600;","Fifteen Years of Research on Business Model Innovation: How Far Have We Come, and Where Should We Go?",2017,"Journal of Management","43","1",,"200","227",,1116,"10.1177/0149206316675927","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004045215&doi=10.1177%2f0149206316675927&partnerID=40&md5=d93acf45fe379d7a2911f1e07595428e","Bocconi University, Italy; Norwegian School of Economics, Norway","Foss, N.J., Bocconi University, Italy; Saebi, T., Norwegian School of Economics, Norway","business model; business model innovation; design and boundaries; literature review",,"J. Manage.",Article,"Final",Scopus,2-s2.0-85004045215
"Nambisan S.","55946896600;","Digital Entrepreneurship: Toward a Digital Technology Perspective of Entrepreneurship",2017,"Entrepreneurship: Theory and Practice","41","6",,"1029","1055",,1079,"10.1111/etap.12254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999622321&doi=10.1111%2fetap.12254&partnerID=40&md5=0f661ed705a630a05631f0b2c66a7d69","Sheldon B. Lubar School of Business, University of Wisconsin-Milwaukee, Milwaukee, WI  53201, United States","Nambisan, S., Sheldon B. Lubar School of Business, University of Wisconsin-Milwaukee, Milwaukee, WI  53201, United States",,,"Entrep. Theory Pract.",Article,"Final",Scopus,2-s2.0-84999622321
"Kshetri N.","9633912200;","1 Blockchain's roles in meeting key supply chain management objectives",2018,"International Journal of Information Management","39",,,"80","89",,1008,"10.1016/j.ijinfomgt.2017.12.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037812921&doi=10.1016%2fj.ijinfomgt.2017.12.005&partnerID=40&md5=286ddd0e067a3c6cf40f3fa1987346a5","The University of North Carolina, Greensboro, United States","Kshetri, N., The University of North Carolina, Greensboro, United States","Auditability; Blockchain; Internet of things; Network effects; Supply chain; Sustainability","Blockchain; Internet of things; Supply chains; Sustainable development; Auditability; Case-studies; Network effects; Organizational activities; Risk reductions; Supply chain management","Int J Inf Manage",Conference Paper,"Final",Scopus,2-s2.0-85037812921
"Venkatesh V., Thong J.Y.L., Xu X.","35614985000;7006658274;54416628400;","Unified theory of acceptance and use of technology: A synthesis and the road ahead",2016,"Journal of the Association for Information Systems","17","5",,"328","376",,989,"10.17705/1jais.00428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971012300&doi=10.17705%2f1jais.00428&partnerID=40&md5=6523174223eb27042490032c947c36a4","Department of Information Systems, Walton College of Business, University of Arkansas, United States; Department of Information Systems, Business Statistics and Operations Management, School of Business and Management, Hong Kong University of Science and Technology, Hong Kong; Department of Management and Marketing, Faculty of Business, The Hong Kong Polytechnic University, Hong Kong","Venkatesh, V., Department of Information Systems, Walton College of Business, University of Arkansas, United States; Thong, J.Y.L., Department of Information Systems, Business Statistics and Operations Management, School of Business and Management, Hong Kong University of Science and Technology, Hong Kong; Xu, X., Department of Management and Marketing, Faculty of Business, The Hong Kong Polytechnic University, Hong Kong","Literature review; Multi-level framework; Research context; Technology acceptance and use; Theory evaluation; Unified Theory of Acceptance and Use of Technology (UTAUT)","Information systems; Literature reviews; Multi-level framework; Multilevels; Quality dimension; Research context; Technology acceptance; Technology use; The unified theory of acceptance and use of technology(UTAUT); Theory evaluation; Unified theory of acceptance and use of technology; Quality control","J. Assoc. Inf. Syst.",Article,"Final",Scopus,2-s2.0-84971012300
"Li S., Xu L.D., Zhao S.","24366415400;13408889400;57210115853;","5G Internet of Things: A survey",2018,"Journal of Industrial Information Integration","10",,,"1","9",,982,"10.1016/j.jii.2018.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044977720&doi=10.1016%2fj.jii.2018.01.005&partnerID=40&md5=b3feb41798a91086b69d48dea56d66d7","University of the West of England, United Kingdom; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, 100190, China; Shanghai Jiao Tong University, Shanghai, 200052, China; University of Science and Technology of China, Hefei, 230026, China; Old Dominion University, Norfolk, VA  23529, United States; Engineering Modelling and Simulation (EMS) Research Group, University of the West of England, United Kingdom","Li, S., University of the West of England, United Kingdom; Xu, L.D., Institute of Computing Technology, Chinese Academy of Sciences, Beijing, 100190, China, Shanghai Jiao Tong University, Shanghai, 200052, China, University of Science and Technology of China, Hefei, 230026, China, Old Dominion University, Norfolk, VA  23529, United States; Zhao, S., Engineering Modelling and Simulation (EMS) Research Group, University of the West of England, United Kingdom","5G; Internet of things (IoT); Wireless communication","5G mobile communication systems; Queueing networks; 'current; 4G networks; 5g; Cellulars; Enabling technologies; Future internet; Internet of thing; Research challenges; State of the art; Wireless communications; Internet of things","J. Ind. Infor. Integr.",Review,"Final",Scopus,2-s2.0-85044977720
"Rezaei J.","14029188500;","Best-worst multi-criteria decision-making method: Some properties and a linear model",2016,"Omega (United Kingdom)","64",,,"126","130",,981,"10.1016/j.omega.2015.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952050737&doi=10.1016%2fj.omega.2015.12.001&partnerID=40&md5=322daa6e2516ae1e766429624c2fc655","Transport and Logistics Group, Faculty of Technology Policy and Management, Delft University of Technology, Delft, Netherlands","Rezaei, J., Transport and Logistics Group, Faculty of Technology Policy and Management, Delft University of Technology, Delft, Netherlands","Best worst method (BWM); Interval analysis; Multi-criteria decision-making (MCDM)","Optimal systems; BAD methods; Best bad method; Interval analysis; Linear modeling; Multi criteria decision-making; Multi-criteria decision-making; Multicriteria decision making methods; Multicriteria decision-making; Multicriterion decision makings; Multiple optimal solutions; Decision making; consensus development; decision making; model; philosophy; statistical model","Omega",Article,"Final",Scopus,2-s2.0-84952050737
"Atzei N., Bartoletti M., Cimoli T.","57190126592;9536042900;55608349600;","A survey of attacks on Ethereum smart contracts (SoK)",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10204 LNCS",,,"164","186",,981,"10.1007/978-3-662-54455-6_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018630011&doi=10.1007%2f978-3-662-54455-6_8&partnerID=40&md5=41a00319ea508cfeb437f75d6bee4872","Università degli Studi di Cagliari, Cagliari, Italy","Atzei, N., Università degli Studi di Cagliari, Cagliari, Italy; Bartoletti, M., Università degli Studi di Cagliari, Cagliari, Italy; Cimoli, T., Università degli Studi di Cagliari, Cagliari, Italy",,"Computer science; Computers; Security vulnerabilities; Trusted authorities; Artificial intelligence","Lect. Notes Comput. Sci.",Conference Paper,"Final",Scopus,2-s2.0-85018630011
"Sarstedt M., Hair J.F., Ringle C.M., Thiele K.O., Gudergan S.P.","35957036000;16230161100;23480356200;57188758775;8621892600;","Estimation issues with PLS and CBSEM: Where the bias lies!",2016,"Journal of Business Research","69","10",,"3998","4010",,966,"10.1016/j.jbusres.2016.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989844061&doi=10.1016%2fj.jbusres.2016.06.007&partnerID=40&md5=d4223ea46e6dad943c06e3ebcefb5923","Otto-von-Guericke-University Magdeburg, Universitätsplatz 2, Magdeburg, 39106, Germany; University of South Alabama, Mitchell College of Business, Mobile, AL  36688, United States; Hamburg University of Technology (TUHH), Am Schwarzenberg-Campus 4, Hamburg, 21073, Germany; University of Newcastle (Australia), University Drive, Callaghan, NSW  2308, Australia","Sarstedt, M., Otto-von-Guericke-University Magdeburg, Universitätsplatz 2, Magdeburg, 39106, Germany, University of Newcastle (Australia), University Drive, Callaghan, NSW  2308, Australia; Hair, J.F., University of South Alabama, Mitchell College of Business, Mobile, AL  36688, United States; Ringle, C.M., Hamburg University of Technology (TUHH), Am Schwarzenberg-Campus 4, Hamburg, 21073, Germany, University of Newcastle (Australia), University Drive, Callaghan, NSW  2308, Australia; Thiele, K.O., Hamburg University of Technology (TUHH), Am Schwarzenberg-Campus 4, Hamburg, 21073, Germany; Gudergan, S.P., University of Newcastle (Australia), University Drive, Callaghan, NSW  2308, Australia","Common factor models; Composite models; Formative measurement; Partial least squares; Reflective measurement; Structural equation modeling",,"J. Bus. Res.",Article,"Final",Scopus,2-s2.0-84989844061
"Voorhees C.M., Brady M.K., Calantone R., Ramirez E.","9276053800;7202709180;35547139400;26650101500;","Discriminant validity testing in marketing: an analysis, causes for concern, and proposed remedies",2016,"Journal of the Academy of Marketing Science","44","1",,"119","134",,938,"10.1007/s11747-015-0455-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936802344&doi=10.1007%2fs11747-015-0455-4&partnerID=40&md5=c118e421b36a1e6e1f131945f19323f0","Department of Marketing, The Eli Broad Graduate School of Management, Michigan State University, N370 North Business Complex, East Lansing, MI  48824-1122, United States; Department of Marketing, Florida State University, 821 Academic Way, Tallahassee, FL  32306-1110, United States; Department of Marketing and Management, College of Business Administration, University of Texas at El Paso, 500 West University Avenue, El Paso, TX  79968-0539, United States","Voorhees, C.M., Department of Marketing, The Eli Broad Graduate School of Management, Michigan State University, N370 North Business Complex, East Lansing, MI  48824-1122, United States; Brady, M.K., Department of Marketing, Florida State University, 821 Academic Way, Tallahassee, FL  32306-1110, United States; Calantone, R., Department of Marketing, The Eli Broad Graduate School of Management, Michigan State University, N370 North Business Complex, East Lansing, MI  48824-1122, United States; Ramirez, E., Department of Marketing and Management, College of Business Administration, University of Texas at El Paso, 500 West University Avenue, El Paso, TX  79968-0539, United States","Discriminant validity; Heterotrait-monotrait; HTMT; Measurement; Monte Carlo simulation; PLS; PLS-SEM; Structural equation modeling; Survey research; Theory testing",,"J. Acad. Mark. Sci.",Article,"Final",Scopus,2-s2.0-84936802344
"Ge X., Tu S., Mao G., Wang C.-X., Han T.","23090878800;57188858145;8732155900;9941461600;57220002907;","5G Ultra-Dense Cellular Networks",2016,"IEEE Wireless Communications","23","1","7422408","72","79",,896,"10.1109/MWC.2016.7422408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963743788&doi=10.1109%2fMWC.2016.7422408&partnerID=40&md5=d96ac055b0d69c79579f009d00816f75","Huazhong University of Science and Technology, China; University of Technology Sydney, Australia; Heriot-Watt University, United Kingdom","Ge, X., Huazhong University of Science and Technology, China; Tu, S., Huazhong University of Science and Technology, China; Mao, G., University of Technology Sydney, Australia; Wang, C.-X., Heriot-Watt University, United Kingdom; Han, T., Huazhong University of Science and Technology, China",,"Energy efficiency; Millimeter waves; Mobile telecommunication systems; Network architecture; Backhaul networks; Cellular network; Dense wireless networks; Hot spot; Millimeter-wave communication; Multi-output; Multiple inputs; Partial area; Wireless networks","IEEE Wirel. Commun.",Article,"Final",Scopus,2-s2.0-84963743788
"Teece D., Peteraf M., Leih S.","6701775408;6602737766;57190163071;","Dynamic capabilities and organizational agility: Risk, uncertainty, and strategy in the innovation economy",2016,"California Management Review","58","4",,"13","35",,894,"10.1525/cmr.2016.58.4.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989291196&doi=10.1525%2fcmr.2016.58.4.13&partnerID=40&md5=b8e72897ceb9c3e0da0c3f241df73e01","Institute for Business Innovation, Haas School of Business, University of California, Berkeley, United States; Tuck School of Business, Dartmouth College, United States","Teece, D., Institute for Business Innovation, Haas School of Business, University of California, Berkeley, United States; Peteraf, M., Tuck School of Business, Dartmouth College, United States; Leih, S., Institute for Business Innovation, Haas School of Business, University of California, Berkeley, United States","Competitive advantage; Competitive strategy; Strategic management",,"Calif. Manage. Rev.",Article,"Final",Scopus,2-s2.0-84989291196
