authors,document_title,pub_year,publication_name,doi,issn,isbn,pubmed_id,eissn
Aleksandrova LS;Berdyshev AV;Zakharova OV;Matveevskiy SS,Influence of Modern Financial Technologies (Fintech) on the Institutional Composition of the Russian Banking System,2020,LECTURE NOTES IN NETWORKS AND SYSTEMS,10.1007/978-3-030-47945-9_170,23673370,9783030479442,,
Serrano W,The random neural network in price predictions,2020,IFIP ADVANCES IN INFORMATION AND COMMUNICATION TECHNOLOGY,10.1007/978-3-030-49161-1_26,18684238,9783030491604,,
Pashkovskaya IV;Kovaleva NA,Problems of Competition Between Commercial Banks and Technology Companies in the Market of Innovative Products and Services,2020,LECTURE NOTES IN NETWORKS AND SYSTEMS,10.1007/978-3-030-47945-9_179,23673370,9783030479442,,
Cuzzola P,"Roboadvice, Artificial Intelligence and Responsibility: The Regulatory Framework Between Present Scenarios and Future Perspectives",2020,STUDIES IN SYSTEMS DECISION AND CONTROL,10.1007/978-3-030-45340-4_8,21984182,,,
Chen X;Hu X;Ben S,How individual investors react to negative events in the fintech era? Evidence from China’s peer-to-peer lending market,2020,JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH,10.4067/S0718-18762021000100105,07181876,,,
Zhang L-L;Kim H-K,The influence of financial service characteristics on use intention through customer satisfaction with mobile fintech,2020,JOURNAL OF SYSTEM AND MANAGEMENT SCIENCES,,18166075,,,
Tabares MS;Suescun E,Towards an APIs Adoption Agile Model in Large Banks,2020,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-3-030-45688-7_31,21945357,9783030456870,,
Jin B-H;Li Y-M;Chen C-P,Analysis of Factors Affecting Backers’ Fundraising on Reward-Based Crowdfunding,2020,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-3-030-45688-7_3,21945357,9783030456870,,
Syed MH;Khan S;Rabbani MR;Thalassinos YE,An artificial intelligence and NLP based Islamic FinTech model combining zakat and Qardh-Al-Hasan for countering the adverse impact of COVID 19 on SMEs and individuals,2020,INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS ADMINISTRATION,10.35808/IJEBA/466,22414754,,,
Rabbani MR,The competitive structure and strategic positioning of commercial banks in Saudi Arabia,2020,INTERNATIONAL JOURNAL ON EMERGING TECHNOLOGIES,,09758364,,,
Kyari AK,Managing fintech's destruction through innovative banking: An empirical investigation,2020,INTERNATIONAL JOURNAL OF INNOVATION CREATIVITY AND CHANGE,,22011315,,,
Marzuki M;Nurdin N,"The influence of halal product expectation, social environment, and fiqih knowledge on intention to use shariah financial technology products",2020,INTERNATIONAL JOURNAL OF INNOVATION CREATIVITY AND CHANGE,,22011315,,,
Mamonov S,The Role of Information Technology in Fintech Innovation: Insights from the New York City Ecosystem,2020,LECTURE NOTES IN COMPUTER SCIENCE INCLUDING SUBSERIES LECTURE NOTES IN ARTIFICIAL INTELLIGENCE AND LECTURE NOTES IN BIOINFORMATICS,10.1007/978-3-030-44999-5_26,03029743,9783030449988,,
Xu L;Lu X;Yang G;Shi B,Identifying fintech innovations with patent data: A combination of textual analysis and machine-learning techniques,2020,LECTURE NOTES IN COMPUTER SCIENCE INCLUDING SUBSERIES LECTURE NOTES IN ARTIFICIAL INTELLIGENCE AND LECTURE NOTES IN BIOINFORMATICS,10.1007/978-3-030-43687-2_70,03029743,9783030436865,,
Manda VK;Katneni V;Poosapati V;Manda VK,Blockchain-based net asset value (NAV) calculation for mutual funds,2020,INTERNATIONAL JOURNAL OF ADVANCED TRENDS IN COMPUTER SCIENCE AND ENGINEERING,10.30534/IJATCSE/2020/117922020,22783091,,,
Zhang T;Zhuang Y,Research on the impact of Fintech event on Chinese commercial banks' stock price,2020,INTERNATIONAL JOURNAL OF WIRELESS AND MOBILE COMPUTING,10.1504/IJWMC.2020.106781,17411084,,,
Rabbani MR;Khan S;Thalassinos EI,"FinTech, blockchain and Islamic finance: An extensive literature review",2020,INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS ADMINISTRATION,10.35808/IJEBA/444,22414754,,,
Lin C-S;Lin C-Y;Reynolds S,Applying the random forest model to forecast the market reaction of start-up firms: Case study of GISA equity crowdfunding platform in Taiwan,2020,WSEAS TRANSACTIONS ON BUSINESS AND ECONOMICS,10.37394/23207.2020.17.26,11099526,,,
Rupeika-Apoga R;Thalassinos EI,Ideas for a regulatory definition of FinTech,2020,INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS ADMINISTRATION,10.35808/IJEBA/448,22414754,,,
Yuniarti S;Rasyid A,Consumer Protection in Lending Fintech Transaction in Indonesia: Opportunities and Challenges,2020,JOURNAL OF PHYSICS CONFERENCE SERIES,10.1088/1742-6596/1477/5/052016,17426588,,,
Kumar B;Ghai R;Tyagi M;Gupta R,Leveraging technology for robust financial facilities: A comparative assessment of BRICS nations,2020,PROCEEDINGS OF INTERNATIONAL CONFERENCE ON COMPUTATION AUTOMATION AND KNOWLEDGE MANAGEMENT ICCAKM 2020,10.1109/ICCAKM46823.2020.9051508,,9781728106663,,
Pantielieieva N;Khutorna M;Lytvynenko O;Potapenko L,"FinTech, RegTech and Traditional Financial Intermediation: Trends and Threats for Financial Stability",2020,LECTURE NOTES ON DATA ENGINEERING AND COMMUNICATIONS TECHNOLOGIES,10.1007/978-3-030-35649-1_1,23674512,,,
Abdeldayem MM;Al Dulaimi SH,Trends ofglobal fintech education practices and the gcc perspective,2020,INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY,,20054238,,,
Baber H,Impact of FinTech on customer retention in Islamic banks of Malaysia,2020,INTERNATIONAL JOURNAL OF BUSINESS AND SYSTEMS RESEARCH,10.1504/IJBSR.2020.106279,1751200X,,,
Razzaque A;Hamdan A,Role of Financial Technology FinTech: A Survey,2020,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-3-030-44289-7_11,21945357,9783030442880,,
Mulyani SR;Kadarisman S;Paramarta V,Opportunities and threats of development of financial technologies (Fintech) against competitiveness of banks (at national conventional commercial banks),2020,JOURNAL OF ADVANCED RESEARCH IN DYNAMICAL AND CONTROL SYSTEMS,10.5373/JARDCS/V12I3/20201171,1943023X,,,
Reddy PMK;Kumar AR,A study on Fintech in Indian agricultural sector,2020,JOURNAL OF CRITICAL REVIEWS,10.31838/JCR.07.04.110,23945125,,,
Frolova EE;Ermakova EP;Protopopova OV,Consumer protection of digital financial services in Russia and abroad,2020,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-3-030-39319-9_8,21945357,9783030393182,,
Mehrban S;Khan MA;Nadeem MW;Hussain M;Ahmed MM;Hakeem O;Saqib S;Kiah MLM;Abbas F;Hassan M,"Towards secure FinTech: A survey, taxonomy, and open research challenges",2020,IEEE ACCESS,10.1109/ACCESS.2020.2970430,21693536,,,
Manes P,Legal challenges in the realm of insurTech,2020,EUROPEAN BUSINESS LAW REVIEW,,09596941,,,
Deipenbrock G,FinTech - Unbearably lithe or reasonably agile? - A critical legal approach from the german perspective,2020,EUROPEAN BUSINESS LAW REVIEW,,09596941,,,
Mbodji FN;Mendy G;Mbacke AB;Ouya S,Proof of concept of blockchain integration in P2P lending for developing countries,2020,LECTURE NOTES OF THE INSTITUTE FOR COMPUTER SCIENCES SOCIALINFORMATICS AND TELECOMMUNICATIONS ENGINEERING LNICST,10.1007/978-3-030-41593-8_5,18678211,9783030415921,,
Castro P;Rodrigues JP;Teixeira JG,Understanding FinTech Ecosystem Evolution Through Service Innovation and Socio-technical System Perspective,2020,LECTURE NOTES IN BUSINESS INFORMATION PROCESSING,10.1007/978-3-030-38724-2_14,18651348,9783030387235,,
Boustani NM,"Traditional Banks and Fintech: Survival, Future and Threats",2020,LECTURE NOTES IN INFORMATION SYSTEMS AND ORGANISATION,10.1007/978-3-030-34269-2_24,21954968,9783030342685,,
Chan S;Ji Y,Do Interest Rate Liberalization and Fintech Mix? Impact on Shadow Deposits in China,2020,CHINA AND WORLD ECONOMY,10.1111/CWE.12304,16712234,,,
Zhang X;Tan Y;Hu Z;Wang C;Wan G,The Trickle-down Effect of Fintech Development: From the Perspective of Urbanization,2020,CHINA AND WORLD ECONOMY,10.1111/CWE.12310,16712234,,,
Iman N,"The rise and rise of financial technology: The good, the bad, and the verdict",2020,COGENT BUSINESS AND MANAGEMENT,10.1080/23311975.2020.1725309,23311975,,,
Hasan MM;Yajuan L;Mahmud A,Regional Development of China’s Inclusive Finance Through Financial Technology,2020,SAGE OPEN,10.1177/2158244019901252,21582440,,,
Hasan MM;Yajuan L;Khan S,Promoting China’s Inclusive Finance Through Digital Financial Services,2020,GLOBAL BUSINESS REVIEW,10.1177/0972150919895348,09721509,,,
Subia PMG;Corpuz RR,"Archiving and digitizing of customer records of golden rural bank of the Philippines, Inc.",2020,INTERNATIONAL JOURNAL OF SCIENTIFIC AND TECHNOLOGY RESEARCH,,22778616,,,
Kumar M;Nikhil;Anand P,A blockchain based approach for an efficient secure KYC process with data sovereignty,2020,INTERNATIONAL JOURNAL OF SCIENTIFIC AND TECHNOLOGY RESEARCH,,22778616,,,
Chen X;Hu X;Ben S,"How do reputation, structure design and FinTech ecosystem affect the net cash inflow of P2P lending platforms? Evidence from China",2020,ELECTRONIC COMMERCE RESEARCH,10.1007/S10660-020-09400-9,13895753,,,
Ozili PK,Financial inclusion research around the world: A review,2020,FORUM FOR SOCIAL ECONOMICS,10.1080/07360932.2020.1715238,07360932,,,
Grobys K;Ahmed S;Sapkota N,Technical trading rules in the cryptocurrency market,2020,FINANCE RESEARCH LETTERS,10.1016/J.FRL.2019.101396,15446123,,,
Suseendran G;Chandrasekaran E;Akila D;Sasi Kumar A,Banking and FinTech (Financial Technology) Embraced with IoT Device,2020,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-981-32-9949-8_15,21945357,9789813299481,,
Malik MSH;Azam F;Anwar MW;Kiran A,A Meta-Model for Regression Testing of Fintech Web Applications,2020,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-3-030-33547-2_1,21945357,9783030335465,,
Carta S;Ferreira A;Reforgiato Recupero D;Saia M;Saia R,A combined entropy-based approach for a proactive credit scoring,2020,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,10.1016/J.ENGAPPAI.2019.103292,09521976,,,
Thakor AV,Fintech and banking: What do we know?,2020,JOURNAL OF FINANCIAL INTERMEDIATION,10.1016/J.JFI.2019.100833,10429573,,,
Delger O;Tseveenbayar M;Namsrai E;Tsendsuren G,Current State of E-Commerce in Mongolia: Payment and Delivery,2020,SMART INNOVATION SYSTEMS AND TECHNOLOGIES,10.1007/978-981-13-9714-1_32,21903018,9789811397134,,
Mutamimah,Financial Technology and E-Corporate Governance Model for Small Medium Enterprises,2020,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-3-030-22354-0_84,21945357,9783030223533,,
Serrano JLG,Big data and Fintech tools to prevent and relieve consumer overindebtedness: A proposal [Herramientas del big data y fintech para prevenir y aliviar el sobreendeudamiento del consumidor: Una propuesta],2019,REVISTA CHILENA DE DERECHO Y TECNOLOGIA,10.5354/0719-2584.2019.54051,07192576,,,
Gallegos DG,"Crowdfunding, financial and legal digital transformation in Mexico [Crowdfunding, transformación digital financiera y jurídica en México]",2019,REVISTA CHILENA DE DERECHO Y TECNOLOGIA,10.5354/0719-2584.2019.52179,07192576,,,
Gara A;Kauflin J;Vardl N,Fintech's secret bank,2019,FORBES,,00156914,,,
Hamdani NA;Herlianti AO;Amin AS,Society 5.0: Feasibilities and challenges of the implementation of fintech in small and medium industries,2019,JOURNAL OF PHYSICS CONFERENCE SERIES,10.1088/1742-6596/1402/7/077053,17426588,,,
Cooke P,Responsible research and innovation? From FinTech’s ‘flash crash’ at Cermak to digitech’s Willow Campus and Quayside,2019,EUROPEAN PLANNING STUDIES,10.1080/09654313.2018.1556610,09654313,,,
Spindler G,"Fintech, digitalization, and the law applicable to proprietary effects of transactions in securities (tokens): A European perspective",2019,UNIFORM LAW REVIEW,10.1093/ULR/UNZ038,11243694,,,
Gavriushina I;Sampson O;Berthold MR;Pohlmeier W;Borgelt C,Widened learning of index tracking portfolios,2019,PROCEEDINGS  18TH IEEE INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS ICMLA 2019,10.1109/ICMLA.2019.00291,,9781728145495,,
Park D-H,Virtuality changes consumer preference: The effect of transaction virtuality as psychological distance on consumer purchase behavior,2019,SUSTAINABILITY SWITZERLAND,10.3390/SU11236618,20711050,,,
Kou G,Introduction to the special issue on FinTech,2019,FINANCIAL INNOVATION,10.1186/S40854-019-0161-1,21994730,,,
Palladino L,Democratizing Investment*,2019,POLITICS AND SOCIETY,10.1177/0032329219878989,00323292,,,
Das SR,The future of fintech,2019,FINANCIAL MANAGEMENT,10.1111/FIMA.12297,00463892,,,
Jagtiani J;Lemieux C,The roles of alternative data and machine learning in fintech lending: Evidence from the LendingClub consumer platform,2019,FINANCIAL MANAGEMENT,10.1111/FIMA.12295,00463892,,,
Bansal G;Hasija V;Chamola V;Kumar N;Guizani M,Smart stock exchange market: A secure predictive decentralized model,2019,2019 IEEE GLOBAL COMMUNICATIONS CONFERENCE GLOBECOM 2019  PROCEEDINGS,10.1109/GLOBECOM38437.2019.9013787,,9781728109626,,
Hinson R;Lensink R;Mueller A,Transforming agribusiness in developing countries: SDGs and the role of FinTech,2019,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,10.1016/J.COSUST.2019.07.002,18773435,,,
Meng W;Zhu L;Li W;Han J;Li Y,Enhancing the security of FinTech applications with map-based graphical password authentication,2019,FUTURE GENERATION COMPUTER SYSTEMS,10.1016/J.FUTURE.2019.07.038,0167739X,,,
Alwi S;Alpandi RM;Mohd Salleh MN;Basir IN;Ariff FFM,An empirical study on the customers’ satisfaction on fintech mobile payment services in malaysia,2019,INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY,,20054238,,,
Alwi S;Salleh MNM;Razak SEA;Naim N,Consumer acceptance and adoption towards payment-type fintech services from Malaysian perspective,2019,INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY,,20054238,,,
Jiang S;Qiu S;Zhou H;Chen M,Can fintech development curb agricultural nonpoint source pollution?,2019,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,10.3390/IJERPH16224340,16617827,,31703297.0,
Kalra D,Overriding FINTECH,2019,PROCEEDING OF 2019 INTERNATIONAL CONFERENCE ON DIGITIZATION LANDSCAPING ARTIFICIAL INTELLIGENCE ICD 2019,10.1109/ICD47981.2019.9105915,,9781728138411,,
Najdawi A;Chabani Z;Said R;Starkova O,Analyzing the Adoption of E-Payment Technologies in UAE Based on Demographic Variables,2019,PROCEEDING OF 2019 INTERNATIONAL CONFERENCE ON DIGITIZATION LANDSCAPING ARTIFICIAL INTELLIGENCE ICD 2019,10.1109/ICD47981.2019.9105908,,9781728138411,,
Warjiyono;Aji S;Fandhilah;Hidayatun N;Faqih H;Liesnaningsih,The Sentiment Analysis of Fintech Users Using Support Vector Machine and Particle Swarm Optimization Method,2019,2019 7TH INTERNATIONAL CONFERENCE ON CYBER AND IT SERVICE MANAGEMENT CITSM 2019,10.1109/CITSM47753.2019.8965348,,9781728129099,,
Sangsavate S;Tanthanongsakkun S;Sinthupinyo S,Stock market sentiment classification from fintech news,2019,INTERNATIONAL CONFERENCE ON ICT AND KNOWLEDGE ENGINEERING,10.1109/ICTKE47035.2019.8966841,21570981,9781728132075,,
Yeasmin S;Baig A,Unblocking the Potential of Blockchain,2019,2019 INTERNATIONAL CONFERENCE ON ELECTRICAL AND COMPUTING TECHNOLOGIES AND APPLICATIONS ICECTA 2019,10.1109/ICECTA48151.2019.8959713,,9781728155326,,
Garbarino H;Cal A;Wanseele R;Wortman I;Matturro G,Consumption analysis and prediction system for small and medium financial companies [Sistema de análisis y predicción de consumo para pequeñas y medianas financieras],2019,RISTI  REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO,,16469895,,,
Fernandez-Vazquez S;Rosillo R;De La Fuente D;Priore P,Blockchain in FinTech: A mapping study,2019,SUSTAINABILITY SWITZERLAND,10.3390/SU11226366,20711050,,,
Deng X;Huang Z;Cheng X,FinTech and sustainable development: Evidence from China based on P2P data,2019,SUSTAINABILITY SWITZERLAND,10.3390/SU11226434,20711050,,,
Ravikumar T,Digital financial inclusion: A payoff of financial technology and digital finance uprising in India,2019,INTERNATIONAL JOURNAL OF SCIENTIFIC AND TECHNOLOGY RESEARCH,,22778616,,,
Kim J-Y;Cho S-B,Towards repayment prediction in Peer-to-Peer social lending using deep learning,2019,MATHEMATICS,10.3390/MATH7111041,22277390,,,
Samaranayake A;Tilakumara S;Sripavan T;Withanawasam R,Creative disruption in Fintech from Sri Lanka,2019,COMMUNICATIONS OF THE ACM,10.1145/3343458,00010782,,,
Haberly D;MacDonald-Korth D;Urban M;Wójcik D,Asset Management as a Digital Platform Industry: A Global Financial Network Perspective,2019,GEOFORUM,10.1016/J.GEOFORUM.2019.08.009,00167185,,,
Li Z;Li W;Wen Q;Chen J;Yin W;Liang K,An efficient blind filter: Location privacy protection and the access control in FinTech,2019,FUTURE GENERATION COMPUTER SYSTEMS,10.1016/J.FUTURE.2019.04.026,0167739X,,,
Unsal O;Rayfield B,Trends in financial innovation: Evidence from fintech firms,2019,INTERNATIONAL FINANCE REVIEW,10.1108/S1569-376720190000020004,15693767,,,
Ozili PK,Blockchain finance: Questions regulators ask,2019,INTERNATIONAL FINANCE REVIEW,10.1108/S1569-376720190000020014,15693767,,,
Khiewngamdee C;Yan H-D,The role of Fintech e-payment on APEC economic development,2019,JOURNAL OF PHYSICS CONFERENCE SERIES,10.1088/1742-6596/1324/1/012099,17426588,,,
Alam N;Gupta L;Zameni A,"Fintech and Islamic finance: Digitalization, development and disruption",2019,FINTECH AND ISLAMIC FINANCE DIGITALIZATION DEVELOPMENT AND DISRUPTION,10.1007/978-3-030-24666-2,,9783030246662; 9783030246655,,
Chambers LMR,Mind the gap: The consideration of financial technologies and blockchain in the reform of the vertical agreements block exemption regulation,2019,COMPETITION LAW JOURNAL,10.4337/CLJ.2019.03.04,14769085,,,
Jain N;Agrawal T;Goyal P;Hassija V,A Blockchain-Based distributed network for Secure Credit Scoring,2019,PROCEEDINGS OF IEEE INTERNATIONAL CONFERENCE ON SIGNAL PROCESSINGCOMPUTING AND CONTROL,10.1109/ISPCC48220.2019.8988510,26438615,9781728139869,,
Dasgupta S;Grover P,Critically evaluating SWIFT’s strategy as a monopoly in the fintech business,2019,INTERNATIONAL JOURNAL OF INNOVATIVE TECHNOLOGY AND EXPLORING ENGINEERING,10.35940/IJITEE.L3355.1081219,22783075,,,
Ravikumar T;Murugan N;Suhashini J,Digital lending: Is it alternative lending revolution?,2019,INTERNATIONAL JOURNAL OF SCIENTIFIC AND TECHNOLOGY RESEARCH,,22778616,,,
Shin YJ;Choi Y,Feasibility of the fintech industry as an innovation platform for sustainable economic growth in Korea,2019,SUSTAINABILITY SWITZERLAND,10.3390/SU11195351,20711050,,,
Bernards N,"Tracing mutations of neoliberal development governance: ‘Fintech’, failure and the politics of marketization",2019,ENVIRONMENT AND PLANNING A,10.1177/0308518X19862576,0308518X,,,
Sun EW;Kruse T;Chen Y-T,Stylized algorithmic trading: satisfying the predictive near-term demand of liquidity,2019,ANNALS OF OPERATIONS RESEARCH,10.1007/S10479-019-03150-0,02545330,,,
Kunhibava S;Muneeza A,Regulating fintech businesses: The malaysian experience,2019,IMPACT OF FINANCIAL TECHNOLOGY FINTECH ON ISLAMIC FINANCE AND FINANCIAL STABILITY,10.4018/978-1-7998-0039-2.CH008,,9781799800415; 9781799800392,,
