"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Brockner, J.; Higgins, E.T.; Low, M.B.","Brockner, Joel (7004910904); Higgins, E. Tory (7102620086); Low, Murray B. (7201393389)","7004910904; 7102620086; 7201393389","Regulatory focus theory and the entrepreneurial process","2004","Journal of Business Venturing","19","2","","203","220","419","10.1016/S0883-9026(03)00007-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0842290668&doi=10.1016%2FS0883-9026%2803%2900007-7&partnerID=40&md5=2c82ebb00401e843ba91bdf76a5d4d91","J. Bus. Venturing","Article","Final","","Scopus","2-s2.0-0842290668"
"Lee, A.Y.; Aaker, J.L.","Lee, Angela Y. (57291610100); Aaker, Jennifer Lynn (6603779304)","57291610100; 6603779304","Bringing the Frame into Focus: The Influence of Regulatory Fit on Processing Fluency and Persuasion","2004","Journal of Personality and Social Psychology","86","2","","205","218","1223","10.1037/0022-3514.86.2.205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1342325082&doi=10.1037%2F0022-3514.86.2.205&partnerID=40&md5=c08382418b6503dd2561c6b52cad24c8","J. Pers. Soc. Psychol.","Article","Final","","Scopus","2-s2.0-1342325082"
"Stahl, B.C.","Stahl, Bernd Carsten (10045088600)","10045088600","Information, Ethics, and Computers: The Problem of Autonomous Moral Agents","2004","Minds and Machines","14","1","","67","83","61","10.1023/B:MIND.0000005136.61217.93","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0942266539&doi=10.1023%2FB%3AMIND.0000005136.61217.93&partnerID=40&md5=85ab817fc76595626af7d6a092e36c83","Minds Mach","Review","Final","","Scopus","2-s2.0-0942266539"
"Hudson, M.","Hudson, Michael (23970746900)","23970746900","The archaeology of money: Debt versus barter theories of money’s origins","2004","","","","","99","127","108","10.4337/9781843769842.00010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896245240&doi=10.4337%2F9781843769842.00010&partnerID=40&md5=4181dc910a6aba953a313bdae6d3483e","Credit and State Theories of Money: The Contributions of A. Mitchell Innes","Book chapter","Final","","Scopus","2-s2.0-84896245240"
"Lee, C.-P.; Warkentin, M.; Choi, H.","Lee, Cheonpyo (23091546400); Warkentin, Merrill E. (55987735500); Choi, Haiwook (7404339153)","23091546400; 55987735500; 7404339153","The Role of Technological and Social Factors on the Adoption of Mobile Payment Technologies","2004","","","","","2781","2786","23","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875917237&partnerID=40&md5=7cd19f928029d52f31802b035170f64a","Am. Conf. Inform. Syst.","Conference paper","Final","","Scopus","2-s2.0-84875917237"
"Cukier, W.; Bauer, R.; Middleton, C.","Cukier, Wendy L. (6603567951); Bauer, Robert M. (57213752949); Middleton, Catherine A. (7005340952)","6603567951; 57213752949; 7005340952","Applying Habermas' validity claims as a standard for critical discourse analysis","2004","IFIP Advances in Information and Communication Technology","143","","","233","257","39","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549207774&partnerID=40&md5=54349bbb5d58b2f1f296daf18ef11a42","IFIP Advances in Information and Communication Technology","Conference paper","Final","","Scopus","2-s2.0-74549207774"
"Kindberg, T.; Sellen, A.; Geelhoed, E.","Kindberg, Tim (56618930400); Sellen, Abigail J. (7004040846); Geelhoed, Erik (6701553573)","56618930400; 7004040846; 6701553573","Security and trust in mobile interactions: A study of users' perceptions and reasoning","2004","Lecture Notes in Computer Science","3205","","","196","213","38","10.1007/978-3-540-30119-6_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048898290&doi=10.1007%2F978-3-540-30119-6_12&partnerID=40&md5=af4318c361f2c447b2eca3c6e4bff1bd","Lect. Notes Comput. Sci.","Article","Final","","Scopus","2-s2.0-35048898290"
"Clark, G.L.; Thrift, N.; Tickell, A.","Clark, Gordon L. (35606454600); Thrift, Nigel J. (7004887938); Tickell, Adam (6604084991)","35606454600; 7004887938; 6604084991","Performing finance: The industry, the media and its image","2004","Review of International Political Economy","11","2","","289","310","159","10.1080/09692290420001672813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142757235&doi=10.1080%2F09692290420001672813&partnerID=40&md5=c59492fc2ce3b52151b837a9cfd891d6","Rev. Int. Polit. Econ.","Article","Final","","Scopus","2-s2.0-3142757235"
"Caulfield, T.A.","Caulfield, Timothy A. (7006709177)","7006709177","Biotechnology and the popular press: Hype and the selling of science","2004","Trends in Biotechnology","22","7","","337","339","93","10.1016/j.tibtech.2004.03.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042782594&doi=10.1016%2Fj.tibtech.2004.03.014&partnerID=40&md5=6a1e2fc8fca0a09dfba771b2522b19ad","Trends Biotechnol.","Article","Final","","Scopus","2-s2.0-3042782594"
"Beunza, D.; Stark, D.","Beunza, Daniel (13408933100); Stark, David C. (35305676800)","13408933100; 35305676800","Tools of the trade: The socio-technology of arbitrage in a Wall Street trading room","2004","Industrial and Corporate Change","13","2","","369","400","378","10.1093/icc/dth015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2042522688&doi=10.1093%2Ficc%2Fdth015&partnerID=40&md5=3058e763ebeb824583043411e92721d4","Ind. Corp. Change","Article","Final","","Scopus","2-s2.0-2042522688"
"Chevalier, J.A.","Chevalier, Judith A. (57203069604)","57203069604","What do we know about cross-subsidization? Evidence from merging firms","2004","Advances in Economic Analysis and Policy","4","1","3","","","87","10.2202/1538-0637.1218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844361494&doi=10.2202%2F1538-0637.1218&partnerID=40&md5=0b19326ee291269bbb267aa97faa023a","Adv. Econ. Anal. Policy","Review","Final","","Scopus","2-s2.0-14844361494"
"Gregory Lastowkat, F.; Hunter, D.","Gregory Lastowkat, F. (6506204546); Hunter, Dan (57199113940)","6506204546; 57199113940","The Laws of the Virtual Worlds","2004","California Law Review","92","1","","1","73","198","10.2307/3481444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1042291344&doi=10.2307%2F3481444&partnerID=40&md5=793390632224081b4045a2b813cb5ade","Calif. Law Rev.","Review","Final","","Scopus","2-s2.0-1042291344"
"Kirwan, J.","Kirwan, James (7103099639)","7103099639","Alternative strategies in the UK agro-food system: Interrogating the alterity of farmers' markets","2004","Sociologia Ruralis","44","4","","395","415","282","10.1111/j.1467-9523.2004.00283.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10244249187&doi=10.1111%2Fj.1467-9523.2004.00283.x&partnerID=40&md5=684c4e6414e2aa09a3d988184abd7126","Sociol. Ruralis","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-10244249187"
"Berg, S.; Taylor, A.S.; Harper, R.","Berg, Sara (7201888128); Taylor, Alex S. (35581562900); Harper, Richard H.R. (55698559800)","7201888128; 35581562900; 55698559800","Mobile phones for the next generation: Device designs for teenagers","2003","Conference on Human Factors in Computing Systems - Proceedings","","","","433","440","56","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037699510&partnerID=40&md5=68f54f15d76c281c130f59bcdd430cee","Conf Hum Fact Comput Syst Proc","Conference paper","Final","","Scopus","2-s2.0-0037699510"
"MacKenzie, D.; Millo, Y.","MacKenzie, Donald A. (7201662831); Millo, Yuval (8588088000)","7201662831; 8588088000","Constructing a Market, Performing Theory: The Historical Sociology of a Financial Derivatives Exchange","2003","American Journal of Sociology","109","1","","107","145","993","10.1086/374404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642532626&doi=10.1086%2F374404&partnerID=40&md5=b88b855cd2c234b2804068f6c16f1a26","Am. J. Sociol.","Review","Final","","Scopus","2-s2.0-1642532626"
"Rochet, J.-C.; Tirole, J.","Rochet, Jean Charles (7003964548); Tirole, Jean (13805189500)","7003964548; 13805189500","Platform competition in two-sided markets","2003","Journal of the European Economic Association","1","4","","990","1029","3222","10.1162/154247603322493212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942479042&doi=10.1162%2F154247603322493212&partnerID=40&md5=77997029d60d6308d1dae242fc109021","J. Eur. Econ. Assoc.","Article","Final","","Scopus","2-s2.0-1942479042"
"Hill, C.J.; Lynn, L.E.","Hill, Carolyn J. (7403559359); Lynn, Laurence E. (7004958761)","7403559359; 7004958761","Producing human services why do agencies collaborate?","2003","Public Management Review","5","1","","63","81","73","10.1080/1461667022000028861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750158011&doi=10.1080%2F1461667022000028861&partnerID=40&md5=208ae6a6a4a697bcb31c71a8a056d1ab","Public Manage. Rev.","Article","Final","","Scopus","2-s2.0-33750158011"
"Leyshon, A.; Lee, R.","Leyshon, Andrew (7004070074); Lee, Roger (7408200124)","7004070074; 7408200124","Introduction: Alternative economic geographies","2003","","","","","1","26","71","10.4135/9781446220825.n1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950136075&doi=10.4135%2F9781446220825.n1&partnerID=40&md5=8052664913e93edd9a911028aa06fcf1","Alternative Economic Spaces","Book chapter","Final","","Scopus","2-s2.0-84950136075"
"Vilmos, A.; Karnouskos, S.","Vilmos, András (8252165600); Karnouskos, Stamatis (55888081000)","8252165600; 55888081000","SEMOPS: Design of a new payment service","2003","Proceedings - International Workshop on Database and Expert Systems Applications, DEXA","2003-January","","1232130","865","869","24","10.1109/DEXA.2003.1232130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942768342&doi=10.1109%2FDEXA.2003.1232130&partnerID=40&md5=4d786f5d93f330bd85aa7b1ef409293a","Proc. Int. Workshop Database Expert Syst. Appl. DEXA","Conference paper","Final","","Scopus","2-s2.0-84942768342"
"Suh, B.; Han, I.","Suh, Bomil (7103193853); Han, Ingoo (7201559824)","7103193853; 7201559824","The impact of customer trust and perception of security control on the acceptance of electronic commerce","2003","International Journal of Electronic Commerce","7","3","","135","161","667","10.1080/10864415.2003.11044270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649967226&doi=10.1080%2F10864415.2003.11044270&partnerID=40&md5=5bfad1f7103015e3e8bbea4f4550d1b6","Int. J. Elect. Commer.","Article","Final","","Scopus","2-s2.0-67649967226"
"Dutta, R.; Jarvenpaa, S.; Tomak, K.","Dutta, Ranjan (57904786900); Jarvenpaa, Sirkka L. (7003273435); Tomak, Kerem (15048780700)","57904786900; 7003273435; 15048780700","IMPACT OF FEEDBACK AND USABILITY OF ONLINE PAYMENT PROCESSES ON CONSUMER DECISION MAKING","2003","","","","","15","24","20","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649481806&partnerID=40&md5=aa8ddc46d3be5dbcc99395ace6f90682","Proc. Int. Conf. Inform. Sys.","Conference paper","Final","","Scopus","2-s2.0-67649481806"
"Tufano, P.","Tufano, Peter (6602088559)","6602088559","Chapter 6 Financial innovation","2003","Handbook of the Economics of Finance","1","SUPPL. PART A","","307","335","173","10.1016/S1574-0102(03)01010-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66049113168&doi=10.1016%2FS1574-0102%2803%2901010-0&partnerID=40&md5=ca27d78233453f8c8f3310ebdcd2516f","Handb. Econ. Financ.","Book chapter","Final","","Scopus","2-s2.0-66049113168"
"Venkatesh, V.; Morris, M.G.; Davis, G.B.; Davis, F.D.","Venkatesh, Viswanath (35614985000); Morris, Michael G. (57212421558); Davis, Gordon B. (7404344360); Davis, Fred D. (55817507700)","35614985000; 57212421558; 7404344360; 55817507700","User acceptance of information technology: Toward a unified view","2003","MIS Quarterly: Management Information Systems","27","3","","425","478","31734","10.2307/30036540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542382496&doi=10.2307%2F30036540&partnerID=40&md5=4a2804bbe85ee7906050d6384beef5cc","MIS Quart Manage Inf Syst","Article","Final","","Scopus","2-s2.0-1542382496"
"Püttgen, H.B.; MacGregor, P.R.; Lambert, F.C.","Püttgen, Hans Björn Teddy (6603725708); MacGregor, Paul R. (7003751187); Lambert, Frank C. (35229692600)","6603725708; 7003751187; 35229692600","Distributed Generation: Semantic Hype or the Dawn of a New Era?","2003","IEEE Power and Energy Magazine","1","1","","22","29","293","10.1109/MPAE.2003.1180357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141862020&doi=10.1109%2FMPAE.2003.1180357&partnerID=40&md5=472f59dd23365e1f33e9aaccafe0b9bd","IEEE Power Energ. Mag.","Review","Final","","Scopus","2-s2.0-0141862020"
"Zaloom, C.","Zaloom, Caitlin (6506996639)","6506996639","Ambiguous numbers: Trading technologies and interpretation in financial markets","2003","American Ethnologist","30","2","","258","272","224","10.1525/ae.2003.30.2.258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037821789&doi=10.1525%2Fae.2003.30.2.258&partnerID=40&md5=8b2ac9197752eed76fefe5bdf888c271","Am. Ethnol.","Review","Final","","Scopus","2-s2.0-0037821789"
"Pearson, R.","Pearson, Ruth (7401905105)","7401905105","Argentina's barter network: New currency for new times?","2003","Bulletin of Latin American Research","22","2","","214","230","54","10.1111/1470-9856.00074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037390070&doi=10.1111%2F1470-9856.00074&partnerID=40&md5=5e0704634d4ff660b6777dc4eb6a6f11","Bull. Lat. Am. Res.","Article","Final","","Scopus","2-s2.0-0037390070"
"Domínguez, S.; Watkins-Hayes, C.","Domínguez, Silvia (36872041300); Watkins-Hayes, Celeste (26535299700)","36872041300; 26535299700","Creating networks for survival and mobility: Social capital among African-American and Latin-American low-income mothers","2003","Social Problems","50","1","","111","135","439","10.1525/sp.2003.50.1.111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037291203&doi=10.1525%2Fsp.2003.50.1.111&partnerID=40&md5=e29a0a382341354860492bfffac3883f","Soc. Probl.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0037291203"
"Allen, P.; FitzSimmons, M.; Goodman, M.; Warner, K.","Allen, Patricia L. (55578466700); FitzSimmons, Margaret I. (7006142140); Goodman, Michael K. (23670046800); Warner, Keith Douglass (13907376600)","55578466700; 7006142140; 23670046800; 13907376600","Shifting plates in the agrifood landscape: The tectonics of alternative agrifood initiatives in California","2003","Journal of Rural Studies","19","1","","61","75","517","10.1016/S0743-0167(02)00047-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037215687&doi=10.1016%2FS0743-0167%2802%2900047-5&partnerID=40&md5=825bd932dd4e3ce0dc4176140b7f2749","J. Rural Stud.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0037215687"
"Lothian, J.R.","Lothian, James R. (35590233900)","35590233900","The internationalization of money and finance and the globalization of financial markets","2002","Journal of International Money and Finance","21","6","","699","724","46","10.1016/S0261-5606(02)00019-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036829424&doi=10.1016%2FS0261-5606%2802%2900019-0&partnerID=40&md5=e5fc0cfaa9c8b3ee95d7357d050e556e","J. Int. Money Financ.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-0036829424"
"Cetina, K.K.; Bruegger, U.","Cetina, Karin Knorr (55665840400); Bruegger, Urs (6602133406)","55665840400; 6602133406","Inhabiting Technology: The Global Lifeform of Financial Markets","2002","Current Sociology","50","3","","389","405","75","10.1177/0011392102050003006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993711335&doi=10.1177%2F0011392102050003006&partnerID=40&md5=bb5ceca62ec5c42cd3d40e5731260a08","Curr. Sociol.","Article","Final","","Scopus","2-s2.0-84993711335"
"Verfaillie, C.M.; Pera, M.F.; Lansdorp D, P.M.","Verfaillie, Catherine M. (7004524257); Pera, Martin F. (55389790300); Lansdorp D, Peter M. (7101658202)","7004524257; 55389790300; 7101658202","Stem cells: hype and reality.","2002","Hematology (United States)","","","","369","391","190","10.1182/asheducation-2002.1.369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842858314&doi=10.1182%2Fasheducation-2002.1.369&partnerID=40&md5=0a6844ac3ec3f57d6521ab67d354615d","Hematology Am Soc Hematol Educ Program","Review","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-1842858314"
"Berger, A.N.; Udell, G.F.","Berger, Allen N. (7402970440); Udell, Gregory F. (6602780882)","7402970440; 6602780882","Small business credit availability and relationship lending: The importance of bank organisational structure","2002","Economic Journal","112","477","","F32","F53","1059","10.1111/1468-0297.00682","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036176411&doi=10.1111%2F1468-0297.00682&partnerID=40&md5=c8313d07e16c7eb5cb87ab4c0e8a9576","Econ. J.","Article","Final","","Scopus","2-s2.0-0036176411"
"Schilling, M.A.","Schilling, Melissa A. (7201756153)","7201756153","Technology success and failure in winner-take-all markets: The impact of learning orientation, timing, and network externalities","2002","Academy of Management Journal","45","2","","387","398","522","10.2307/3069353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036016131&doi=10.2307%2F3069353&partnerID=40&md5=b671eada2059c5c5df5011eac1e04d11","Acad. Manage. J.","Article","Final","","Scopus","2-s2.0-0036016131"
"Cetina, K.K.; Bruegger, U.","Cetina, Karin Knorr (55665840400); Bruegger, Urs (6602133406)","55665840400; 6602133406","Global microstructures: The virtual societies of financial markets","2002","American Journal of Sociology","107","4","","905","950","705","10.1086/341045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003184376&doi=10.1086%2F341045&partnerID=40&md5=98974137f6039d8f4f4cec2f7407c4fe","Am. J. Sociol.","Review","Final","","Scopus","2-s2.0-0003184376"
"Hart, K.","Hart, Keith (35963035400)","35963035400","Money in an unequal world","2001","Anthropological Theory","1","3","","307","330","23","10.1177/14634990122228755","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042199742&doi=10.1177%2F14634990122228755&partnerID=40&md5=0cd808e031404eb9694bc7b3b39045df","Anthropol. Theor.","Article","Final","","Scopus","2-s2.0-0042199742"
"Seyfang, G.","Seyfang, Gill (6603928726)","6603928726","Money that makes a change: Community currencies, North and South","2001","Gender and Development","9","1","","60","69","37","10.1080/13552070127737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035074327&doi=10.1080%2F13552070127737&partnerID=40&md5=6efc3b32f3d6c9ae45621c42c2efb562","Gender Dev.","Article","Final","","Scopus","2-s2.0-0035074327"
"Muller, M.J.; Christiansen, E.; Nardi, B.; Dray, S.","Muller, Michael J. (7404688942); Christiansen, Ellen (57194921333); Nardi, Bonnie Anna (7004159679); Dray, Susan M. (57207548091)","7404688942; 57194921333; 7004159679; 57207548091","Spiritual Life and Information Technology","2001","Communications of the ACM","44","3","","82","83","25","10.1145/365181.365211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014688669&doi=10.1145%2F365181.365211&partnerID=40&md5=07fbcfa456dc7e1852f0192acdd8eb88","Commun ACM","Article","Final","","Scopus","2-s2.0-85014688669"
"DeLong, G.L.","DeLong, Gayle L. (7006775283)","7006775283","Stockholder gains from focusing versus diversifying bank mergers","2001","Journal of Financial Economics","59","2","","221","252","321","10.1016/S0304-405X(00)00086-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001301086&doi=10.1016%2FS0304-405X%2800%2900086-6&partnerID=40&md5=128be6b66d462242ea7c15c73a2e233e","J. Financ. Econ.","Article","Final","","Scopus","2-s2.0-0001301086"
"Coltman, T.; Devinney, T.M.; Latukefu, A.; Midgley, D.F.","Coltman, Tim R. (14832176500); Devinney, Timothy M. (6603455936); Latukefu, Alopi S. (6507131611); Midgley, David F. (7006328295)","14832176500; 6603455936; 6507131611; 7006328295","E-business: Revolution, evolution, or hype?","2001","California Management Review","","1","","57","86","117","10.2307/41166111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035731801&doi=10.2307%2F41166111&partnerID=40&md5=aebf15aef07d293baa8a0e1a20eb651a","Calif. Manage. Rev.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-0035731801"
"Rajan, R.G.; Zingales, L.","Rajan, Raghuram G. (7101892426); Zingales, Luigi (7004110147)","7101892426; 7004110147","The influence of the financial revolution on the nature of firms","2001","American Economic Review","91","2","","206","211","85","10.1257/aer.91.2.206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003722471&doi=10.1257%2Faer.91.2.206&partnerID=40&md5=42a9dde02c5e5103b5554ec5a7c3c022","Am. Econ. Rev.","Article","Final","","Scopus","2-s2.0-0003722471"
"Bhattacherjee, A.","Bhattacherjee, Anol (7006737091)","7006737091","Understanding information systems continuance: An expectation-confirmation model","2001","MIS Quarterly: Management Information Systems","25","3","","351","370","6821","10.2307/3250921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000998647&doi=10.2307%2F3250921&partnerID=40&md5=50a4b616c9a1b8ebdf6945d731abe945","MIS Quart Manage Inf Syst","Article","Final","","Scopus","2-s2.0-0000998647"
"Laidlaw, J.","Laidlaw, James (14919517300)","14919517300","A free gift makes no friends","2000","Journal of the Royal Anthropological Institute","6","4","","617","634","274","10.1111/1467-9655.00036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844592460&doi=10.1111%2F1467-9655.00036&partnerID=40&md5=150031d3356bee167f990525af5e8628","J. Royal Anthrop. Inst.","Article","Final","","Scopus","2-s2.0-27844592460"
"Bartelson, J.","Bartelson, Jens (6507674770)","6507674770","Three concepts of globalization","2000","International Sociology","15","2","","180","196","111","10.1177/0268580900015002003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034401793&doi=10.1177%2F0268580900015002003&partnerID=40&md5=b45089b1ff99b1c3e13eddc726ebb093","Int. Sociol.","Article","Final","","Scopus","2-s2.0-0034401793"
"Green, S.","Green, Stephen (56324971700)","56324971700","Negotiating with the future: The culture of modern risk in global financial markets","2000","Environment and Planning D: Society and Space","18","1","","77","89","40","10.1068/d205t","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034069697&doi=10.1068%2Fd205t&partnerID=40&md5=d1b593eb6e1260062834e2198351535e","Environ. Plann. D Soc. Space","Article","Final","","Scopus","2-s2.0-0034069697"
"Pryke, M.; Allen, J.","Pryke, Michael (57203633206); Allen, John (55331732500)","57203633206; 55331732500","Monetized time-space: Derivatives - money's 'new imaginary'?","2000","Economy and Society","29","2","","264","284","123","10.1080/030851400360497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034043814&doi=10.1080%2F030851400360497&partnerID=40&md5=dcb2ea6260d520114c7fa7c4e2d07979","Econ. Soc.","Article","Final","","Scopus","2-s2.0-0034043814"
"Seyfang, G.","Seyfang, Gill (6603928726)","6603928726","The Euro, the pound and the shell in our pockets: Rationales for complementary currencies in a global economy","2000","New Political Economy","5","2","","227","246","36","10.1080/713687774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033932316&doi=10.1080%2F713687774&partnerID=40&md5=e593871c85d177f61564fca20cab009a","New Polit. Econ.","Article","Final","","Scopus","2-s2.0-0033932316"
"Millen, David R.","Millen, David R. (6701694445)","6701694445","Rapid ethnography: Time deepening strategies for HCI field research","2000","","","","","280","286","369","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033651423&partnerID=40&md5=dbb53f32650d3f11919844c6010c19bf","Proc Conf Des Interact Syst Process Pract Methods Tech DIS","Article","Final","","Scopus","2-s2.0-0033651423"
"Mazza, C.; Alvarez, J.L.","Mazza, Carmelo (55824638300); Alvarez, José Luis (26660331200)","55824638300; 26660331200","Haute couture and prêt-à-porter: The popular press and the diffusion of management practices","2000","Organization Studies","21","3","","567","588","158","10.1177/0170840600213004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011104131&doi=10.1177%2F0170840600213004&partnerID=40&md5=518746fef8a9440bdd904e6a44444725","Organ. Stud.","Article","Final","","Scopus","2-s2.0-0011104131"
"Rajan, R.G.; Servaes, H.; Zingales, L.","Rajan, Raghuram G. (7101892426); Servaes, Henri (6603501917); Zingales, Luigi (7004110147)","7101892426; 6603501917; 7004110147","The cost of diversity: The diversification discount and inefficient investment","2000","Journal of Finance","55","1","","35","80","975","10.1111/0022-1082.00200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003457920&doi=10.1111%2F0022-1082.00200&partnerID=40&md5=b052c6959e42c1c7dabf6e16affcd712","J. Financ.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0003457920"
"Boot, A.W.A.","Boot, Arnoud W. A. (56218676800)","56218676800","Relationship Banking: What Do We Know?","2000","Journal of Financial Intermediation","9","1","","7","25","1144","10.1006/jfin.2000.0282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003139440&doi=10.1006%2Fjfin.2000.0282&partnerID=40&md5=d05a053263f0973eea9704d76f62ab60","J. Financ. Intermediation","Article","Final","","Scopus","2-s2.0-0003139440"
"Raynolds, L.T.","Raynolds, Laura T. (6602483401)","6602483401","Re-embedding global agriculture: The international organic and fair trade movements","2000","Agriculture and Human Values","17","3","","297","309","434","10.1023/a:1007608805843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001396843&doi=10.1023%2Fa%3A1007608805843&partnerID=40&md5=fd4a3ae2999c952c43d8b9c28cf3b163","Agric. Hum. Values","Review","Final","","Scopus","2-s2.0-0001396843"
"Fine, B.; Lapavitsas, C.","Fine, Ben (7102335252); Lapavitsas, Costas (6507293105)","7102335252; 6507293105","Markets and money in social theory: What role for economics?","2000","Economy and Society","29","3","","357","382","98","10.1080/03085140050084561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000958869&doi=10.1080%2F03085140050084561&partnerID=40&md5=cbe26583956a838d75350489bf38bac8","Econ. Soc.","Article","Final","","Scopus","2-s2.0-0000958869"
