issn,eissn,subj_areas
00446033,,"Biochemistry, Genetics and Molecular Biology"
00016772,1365201X,"Biochemistry, Genetics and Molecular Biology"
03022994,,"Biochemistry, Genetics and Molecular Biology"
03710874,,"Biochemistry, Genetics and Molecular Biology"
07702728,,Medicine
00845914,,Agricultural and Biological Sciences
02381249,15882691,Agricultural and Biological Sciences
02574829,,Medicine
13467565,21897042,Agricultural and Biological Sciences; Environmental Science
05291526,,Agricultural and Biological Sciences
01853082,2448735X,Arts and Humanities; Social Sciences
00016810,,Social Sciences
18041302,18038220,Social Sciences
00016829,,Arts and Humanities; Social Sciences
00016837,,"Pharmacology, Toxicology and Pharmaceutics"
12306967,,"Pharmacology, Toxicology and Pharmaceutics"
03237648,,Chemical Engineering; Materials Science
10003304,,Chemical Engineering; Chemistry; Materials Science
12102709,18052363,Engineering
17858860,,Engineering
14569418,,Computer Science; Engineering; Mathematics
03552721,,Physics and Astronomy
07812698,,Chemical Engineering
12390518,,Chemical Engineering
00016853,,Engineering
03552705,,Engineering
00016845,,Engineering
0001687X,,Engineering
10045759,,Agricultural and Biological Sciences; Environmental Science
00651583,16890027,Agricultural and Biological Sciences
00016896,,Medicine
03008967,,Medicine
0365558X,,Medicine
03655598,,Medicine
03655067,,Medicine
01050028,,Medicine
0001690X,16000447,Medicine
00651591,16005473,Medicine
00016918,18736297,Arts and Humanities; Psychology
0439755X,,Psychology
03655822,,Medicine
02841851,16000455,Medicine; Health Professions
05678056,,Medicine; Health Professions
05678064,,Medicine
18020348,,Medicine
0349652X,,Medicine
03655954,,Medicine
03485196,,Medicine
0303464X,,Medicine
00016934,,Immunology and Microbiology; Medicine
0065163X,,Medicine
02504642,,Medicine
03789497,,Medicine
03657183,,Medicine
15174492,21787727,General; Social Sciences
16780345,16799216,Veterinary
16799275,18078621,Agricultural and Biological Sciences
18062636,18078672,Agricultural and Biological Sciences
14156814,,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
16799283,1807863X,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
21785198,21785201,Social Sciences
16799291,18078648,"Biochemistry, Genetics and Molecular Biology"
18062563,18078664,Chemistry; Computer Science; Earth and Planetary Sciences; Engineering; Mathematics; Physics and Astronomy
19834675,19834683,Arts and Humanities; Social Sciences
00016969,,Mathematics
00328758,,Earth and Planetary Sciences; Environmental Science
16440749,24500771,Environmental Science; Social Sciences
16440765,,Environmental Science
16440692,,Agricultural and Biological Sciences
16440730,,Agricultural and Biological Sciences
10000550,,Earth and Planetary Sciences
02533782,,Earth and Planetary Sciences
10009116,19331344,Earth and Planetary Sciences
1786691X,1787064X,Agricultural and Biological Sciences
00016977,20839480,Agricultural and Biological Sciences
00016985,,Medicine
03654680,,Medicine
00016993,15023869,Social Sciences
00446041,,Medicine
03017664,,Medicine
0351580X,,"Biochemistry, Genetics and Molecular Biology; Medicine"
00017000,,Dentistry
00017019,18460410,Dentistry
03525252,18201202,Dentistry
10045708,,Agricultural and Biological Sciences
00017043,,Engineering
11212098,,"Pharmacology, Toxicology and Pharmaceutics"
13352555,13385267,Agricultural and Biological Sciences; Engineering; Environmental Science
10158758,,Arts and Humanities
03780619,,Medicine
00017051,21903743,Agricultural and Biological Sciences
10001050,,Agricultural and Biological Sciences
17316383,,"Pharmacology, Toxicology and Pharmaceutics"
0001706X,18736254,Immunology and Microbiology; Medicine
03657299,,Medicine
00017078,,Medicine
03657531,,Medicine
03657612,,Medicine
03657574,,Medicine
03657604,,Medicine
03534316,18486061,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
12118516,,Agricultural and Biological Sciences
05247403,,Medicine
08626529,,Earth and Planetary Sciences; Environmental Science
00017132,,Earth and Planetary Sciences
03230619,23366478,Social Sciences
00017116,,Medicine
12134449,23363231,Arts and Humanities; Social Sciences
18045588,23363398,Arts and Humanities
03005402,,Earth and Planetary Sciences; Social Sciences
05678250,,Medicine
02086034,24498300,Arts and Humanities
02086050,24506990,Arts and Humanities; Social Sciences
02086069,24502782,Social Sciences
15059057,23531908,Arts and Humanities; Social Sciences
15059065,24498831,Arts and Humanities; Social Sciences
03012514,,Medicine
12121185,12138312,Health Professions
18446094,20667752,Mathematics
20675151,23918179,Arts and Humanities; Social Sciences
0137107X,,Earth and Planetary Sciences; Social Sciences
00017183,,Medicine
03942511,,Medicine
00181994,,Medicine
05678315,18207448,Veterinary
00017205,,Medicine
19815484,,Veterinary
00017213,18017576,Veterinary
2618639X,2619905X,Veterinary
02366290,15882705,Veterinary
0044605X,17510147,Veterinary
00651699,,Veterinary
0001723X,13362305,Immunology and Microbiology; Medicine
00017248,,Medicine
03008924,,Medicine
17212596,18271774,Medicine
00017272,14636395,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
12178837,,Agricultural and Biological Sciences
03240770,,Agricultural and Biological Sciences
00017299,,Earth and Planetary Sciences; Environmental Science
02367130,,Earth and Planetary Sciences; Environmental Science
00651729,18526098,Agricultural and Biological Sciences
13921657,16486919,Agricultural and Biological Sciences
00017302,,Earth and Planetary Sciences; Environmental Science
00017310,15782190,Medicine
11399287,15782735,Medicine
03005062,,Neuroscience
00017329,,Medicine
02104806,16997980,Medicine
03355322,,Social Sciences
,,Medicine
01626620,21586098,Social Sciences
14767333,14767341,"Business, Management and Accounting; Social Sciences"
14767503,,"Business, Management and Accounting; Social Sciences"
08827516,15635031,Engineering; Materials Science
14697874,17412625,Social Sciences
21953589,21957029,Earth and Planetary Sciences
11380322,,Agricultural and Biological Sciences; Nursing
00017604,,Medicine; Neuroscience
18029698,,Medicine; Neuroscience
1337933X,13384015,Medicine; Psychology
01924788,,Medicine; Nursing; Health Professions
19936788,,"Economics, Econometrics and Finance"
23122129,,Arts and Humanities
02137100,22549412,Social Sciences
,19895666,Environmental Science; Social Sciences
,23864567,Social Sciences
02586444,22153535,Psychology
01519093,21052409,Chemistry
03651045,,Medicine
02408007,,Medicine
05153700,,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
17697344,,"Pharmacology, Toxicology and Pharmaceutics"
12436933,,Medicine
11320095,,Medicine
16698975,16698983,Medicine
,20760825,Engineering; Mathematics
09944524,,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
03601293,21679010,Medicine; Neuroscience
20970226,27658619,Medicine
09645284,17599873,Medicine
00017884,,Physics and Astronomy
25866052,25866060,Medicine; Nursing
17482941,1748295X,Medicine
02540819,,Nursing
13695312,20403860,Medicine
17474884,17474892,Medicine
13660071,,Medicine
15708705,,Computer Science
2171620X,26595885,Arts and Humanities; Social Sciences
08872198,,Medicine
00010847,,Medicine
0268652X,,Engineering
13816551,,Computer Science
13012746,,Arts and Humanities; Social Sciences
20839782,24500976,Social Sciences
11266244,,Arts and Humanities; Social Sciences
12808571,,Agricultural and Biological Sciences
17550637,17550645,Arts and Humanities
18674534,18674542,Computer Science; Mathematics
07365829,15432777,Health Professions
10597123,17412633,Neuroscience; Psychology
,21987335,"Biochemistry, Genetics and Molecular Biology; Neuroscience; Psychology"
23136537,23136545,"Economics, Econometrics and Finance; Social Sciences"
21487286,21491305,Medicine; Neuroscience; Psychology
09652140,13600443,Medicine
13556215,13691600,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
,27723925,"Biochemistry, Genetics and Molecular Biology; Neuroscience"
16066359,14767392,Medicine
19400632,19400640,Medicine; Psychology
03064603,18736327,"Medicine; Pharmacology, Toxicology and Pharmaceutics; Psychology"
,23528532,"Medicine; Pharmacology, Toxicology and Pharmaceutics; Psychology"
00940267,,Medicine
15315754,,Medicine
,22148604,Engineering; Materials Science
,27723690,Engineering; Materials Science
03063747,,"Business, Management and Accounting; Chemistry; Engineering; Materials Science"
00651915,,Social Sciences
,2444121X,Arts and Humanities
16191919,21928681,Chemical Engineering; Chemistry; Materials Science
18666116,18666647,Medicine; Psychology
21922624,21956545,Chemical Engineering; Chemistry; Materials Science
02649047,,Engineering
0001821X,,Chemical Engineering
15519899,15520633,Computer Science; Engineering; Physics and Astronomy
02144840,,Medicine
12133841,,Medicine
21623945,2162397X,"Biochemistry, Genetics and Molecular Biology; Medicine"
15502082,,"Biochemistry, Genetics and Molecular Biology; Medicine"
21471630,2146586X,Mathematics; Physics and Astronomy
02582058,,Medicine
10185275,,Medicine
,18487718,"Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
15839583,25596489,Social Sciences
00018325,24499471,"Economics, Econometrics and Finance; Social Sciences"
0894587X,15733289,Medicine; Nursing
00953997,15523039,"Business, Management and Accounting; Social Sciences"
00901180,,Medicine; Nursing
03643107,15444376,Social Sciences
03022986,,Earth and Planetary Sciences; Environmental Science
00018368,,Social Sciences
07386974,,Medicine
,,Medicine
00018392,19303815,Arts and Humanities; Social Sciences
,20763387,"Business, Management and Accounting"
10841806,19490461,"Business, Management and Accounting; Social Sciences"
00018449,,Psychology; Social Sciences
15642984,,Medicine
16799941,21775281,Medicine
09328610,,Medicine
,1179318X,Medicine
10413499,,Medicine
15473368,15450058,Medicine
19344287,,Medicine
00652008,,Medicine
22106766,22106774,Medicine
23638346,23638354,Medicine; Psychology; Social Sciences
,26737051,Psychology; Social Sciences; Health Professions
03085759,1740469X,Psychology; Social Sciences
10926755,,Social Sciences
09295607,15728757,Chemical Engineering; Chemistry; Physics and Astronomy
02636174,20484038,Chemical Engineering; Chemistry; Physics and Astronomy
07417136,15523047,Social Sciences
10451595,21624070,Social Sciences
,17441803,Mathematics; Social Sciences
15246817,21610029,Psychology
01473956,,Medicine
23256699,,Medicine
10966293,,Medicine
20424868,20424876,Agricultural and Biological Sciences; Chemistry; Engineering
,27732371,Agricultural and Biological Sciences; Chemistry
,27010198,"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science"
,21875219,"Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering; Materials Science"
,22779175,"Biochemistry, Genetics and Molecular Biology; Medicine"
,23667478,"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science"
10657355,,Engineering; Materials Science
09243046,15685519,Engineering; Materials Science
25220128,25220136,Materials Science
0951953X,,"Business, Management and Accounting; Engineering; Materials Science"
09636935,,Engineering; Materials Science
,25780727,Computer Science; Energy; Engineering; Mathematics
0169409X,18728294,"Pharmacology, Toxicology and Pharmaceutics"
,21190275,Engineering; Materials Science; Physics and Astronomy
2199160X,,Materials Science
19314485,,Medicine; Nursing
,26999412,Energy; Environmental Science
03651789,,
16146832,16146840,Energy; Materials Science
14740346,,Computer Science
14381656,15272648,Materials Science; Physics and Astronomy
25247921,2524793X,Materials Science
10951415,,Energy
1616301X,,Chemistry; Materials Science; Physics and Astronomy
,26416573,"Biochemistry, Genetics and Molecular Biology"
21922640,21922659,"Engineering; Materials Science; Pharmacology, Toxicology and Pharmaceutics"
10420711,,Computer Science; Engineering
,25425048,Chemical Engineering; Engineering; Materials Science
16103947,21978441,"Business, Management and Accounting; Computer Science; Decision Sciences"
25229052,,Computer Science
1348513X,18798136,Computer Science
,26404567,Computer Science; Engineering; Materials Science
23084030,,Computer Science
26457768,26455676,Chemical Engineering; Chemistry
08842558,,Engineering; Materials Science
,20550359,"Business, Management and Accounting; Engineering; Materials Science"
09359648,15214095,Engineering; Materials Science
08982090,,Engineering; Materials Science
08827958,,Engineering; Materials Science
10579257,16163028,Chemical Engineering; Materials Science
,21967350,Engineering
09763961,0976397X,Materials Science
10226680,16628985,Engineering
,2365709X,Engineering; Materials Science
,25194445,Mathematics
,27728234,Chemical Engineering; Materials Science
,22137467,Computer Science; Engineering; Mathematics
,26999307,Engineering; Immunology and Microbiology; Materials Science; Medicine
15361365,21690375,Mathematics; Physics and Astronomy
,21951071,Materials Science; Physics and Astronomy
21928576,21928584,Materials Science; Physics and Astronomy
10650555,,Engineering; Materials Science
09291881,,Materials Science
22285881,22517308,"Pharmacology, Toxicology and Pharmaceutics"
,25775421,Engineering; Materials Science; Physics and Astronomy
26638436,,Materials Science; Physics and Astronomy
,2772834X,Chemical Engineering; Energy; Materials Science
09218831,15685527,Chemical Engineering; Engineering
10804293,,Medicine
